filename,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,area_sum,class_1_perc,class_2_perc,class_3_perc,class_4_perc,class_5_perc,class_6_perc,class_7_perc,SG_all_perc,classifier,date
LULC_cart_Classified_6K_2018-05-03.tif,201557888,7522223,14848,528159,502219,435004,545529,1100162,10648144,0.7064351308547292,0.0013944214127832983,0.04960103845327411,0.047164933156426135,0.04085256547995594,0.05123230865397763,0.10331960198885365,0.05099545986605741,cart,2018-05-03
LULC_cons_Classified_6K_2018-05-03.tif,201678792,8202659,16429,596307,507290,157401,359769,808289,10648144,0.7703369714008376,0.0015428979923637397,0.056001027033443576,0.0476411663854283,0.014782012715079736,0.03378701490137624,0.07590890957147085,0.05754392502580732,cons,2018-05-03
LULC_gbt_Classified_6K_2018-05-03.tif,201557888,8127050,14124,580672,535706,176448,387550,826594,10648144,0.7632362973303141,0.0013264283428173023,0.05453269602665028,0.05030980046851358,0.016570775151049797,0.03639601417862118,0.07762798850203378,0.05585912436946758,gbt,2018-05-03
LULC_knn_Classified_6K_2018-05-03.tif,201557888,7464163,7157,1369754,472833,287947,10784,1035506,10648144,0.7009825374262406,0.0006721359140146866,0.1286378170693409,0.04440520338567923,0.027041989665053365,0.001012758655405111,0.09724755788426603,0.1293099529833556,knn,2018-05-03
LULC_rf_Classified_6K_2018-05-03.tif,201557888,8037235,16043,578671,464854,240241,453046,858054,10648144,0.7548014940444081,0.001506647543459217,0.054344775953443156,0.043655870919852326,0.022561772267542586,0.042546945270462155,0.08058249400083245,0.05585142349690237,rf,2018-05-03
LULC_svm_Classified_6K_2018-05-03.tif,201557888,7382561,15657,533355,1132868,131064,301689,1150950,10648144,0.6933190422668964,0.0014703970945546942,0.050089010817284216,0.10639112318541147,0.012308623925446538,0.0283325432112864,0.10808925949912022,0.05155940791183891,svm,2018-05-03
LULC_cart_Classified_6K_2018-05-05.tif,113998612,5042183,8746,830765,886253,1749511,1158246,2748024,12423728,0.40585104567646685,0.000703975489482706,0.06686921993140867,0.07133551217476751,0.14082013064033597,0.09322853816503388,0.22119157792250443,0.06757319542089137,cart,2018-05-05
LULC_cons_Classified_6K_2018-05-05.tif,114065648,6239388,10658,1056406,1100254,1685675,614331,1717016,12423728,0.5022154380714066,0.0008578745445811434,0.08503132071146438,0.08856069611311516,0.13568189838026073,0.04944820105527101,0.13820457112390097,0.08588919525604552,cons,2018-05-05
LULC_gbt_Classified_6K_2018-05-05.tif,113998612,5929426,9162,943836,1263898,1729002,602044,1946360,12423728,0.4772662440774621,0.0007374598027258807,0.07597043335140628,0.101732587835149,0.13916933789921995,0.0484592064475333,0.15666473058650351,0.07670789315413216,gbt,2018-05-05
LULC_knn_Classified_6K_2018-05-05.tif,113998612,6388584,0,1366022,1065077,1543870,190077,1870098,12423728,0.514224393837341,0.0,0.10995266477179796,0.08572925936562681,0.12426785261235597,0.015299513962314694,0.15052631545056364,0.10995266477179796,knn,2018-05-05
LULC_rf_Classified_6K_2018-05-05.tif,113998612,5743504,12675,972922,1105102,2033055,676414,1880056,12423728,0.46230117079189115,0.0010202251691279784,0.07831159857974998,0.08895091714821832,0.16364290976106366,0.054445332351126814,0.1513278461988221,0.07933182374887796,rf,2018-05-05
LULC_svm_Classified_6K_2018-05-05.tif,113998612,5663713,11077,1688270,936438,1688328,940259,1495643,12423728,0.4558787024313475,0.0008916003312371295,0.13589077288234255,0.07537495991541347,0.13589544136832357,0.07568251655219754,0.12038600651913822,0.1367823732135797,svm,2018-05-05
LULC_cart_Classified_6K_2018-05-08.tif,198939437,7361597,27619,659928,1587333,936133,678270,2015715,13266595,0.5548972437916436,0.002081845417004137,0.04974358529826229,0.11964886242475933,0.07056317012767782,0.051126155580991206,0.1519391373596616,0.05182543071526643,cart,2018-05-08
LULC_cons_Classified_6K_2018-05-08.tif,199060341,8144592,21559,716296,1545384,413154,619442,1806168,13266595,0.6139172862365965,0.0016250590298414929,0.05399245247179099,0.1164868604189696,0.031142429538250017,0.04669186027009945,0.13614405203445196,0.05561751150163249,cons,2018-05-08
LULC_gbt_Classified_6K_2018-05-08.tif,198939437,7923817,18410,670446,1424728,552828,670287,2006079,13266595,0.5972758646811785,0.001387695938558462,0.05053640365142676,0.1073921379223531,0.041670677366724466,0.05052441866206061,0.15121280177769805,0.05192409958998522,gbt,2018-05-08
LULC_knn_Classified_6K_2018-05-08.tif,198939437,7895226,153,1021889,1384901,345506,422076,2196844,13266595,0.5951207525367286,1.1532725616482602e-05,0.07702722514707051,0.10439008652936191,0.026043306515349265,0.031814945734003335,0.16559215081186995,0.07703875787268699,knn,2018-05-08
LULC_rf_Classified_6K_2018-05-08.tif,198939437,7865418,21068,697978,1552485,564589,681376,1883681,13266595,0.5928739062283879,0.0015880487796604932,0.05261169124406074,0.1170221145666993,0.04255718969336141,0.05136027744873496,0.14198677203909518,0.05419974002372123,rf,2018-05-08
LULC_svm_Classified_6K_2018-05-08.tif,198939437,7783194,15875,917904,1603380,208594,512796,2224852,13266595,0.5866760838029653,0.0011966145043245838,0.06918911747890095,0.120858441823241,0.01572325076630439,0.03865317362895302,0.16770331799531077,0.07038573198322554,svm,2018-05-08
LULC_cart_Classified_6K_2018-05-20.tif,112274594,7637322,12586,122538,1443041,1155540,156801,2374096,12901924,0.5919521770551431,0.0009755134195488982,0.009497653218233187,0.11184696173996994,0.08956338605001858,0.012153303646804926,0.18401100487028135,0.010473166637782085,cart,2018-05-20
LULC_cons_Classified_6K_2018-05-20.tif,112341402,8606049,14335,129777,1339795,745496,140795,1925677,12901924,0.6670360947716015,0.0011110745963160223,0.01005873232550432,0.10384458938062262,0.05778176960273522,0.010912713483663367,0.14925502583955697,0.011169806921820343,cons,2018-05-20
LULC_gbt_Classified_6K_2018-05-20.tif,112274594,7764691,13268,108436,1377175,1163122,224568,2250664,12901924,0.6018242705506559,0.0010283737526279027,0.008404637943922162,0.10674183168339854,0.09015105033946876,0.017405776068747575,0.1744440596611792,0.009433011696550066,gbt,2018-05-20
