,mean_chlor_a_x,mean_salinity,mean_sst_x,mean_sst_y,mean_water_velocity,mean_chlor_a_y,sst,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,area_sum,class_1_perc,class_2_perc,class_3_perc,class_4_perc,class_5_perc,class_6_perc,class_7_perc,SG_all_perc,storms,Year,Month,date,sun_hours,sun_minutes,sun
13,1.575940064011549,32.24400178905512,15.063747443976313,14.920433345047158,0.1259945704007181,8.47,13.754666666666667,204078686.0,4742473.0,56429.0,1034170.0,334574.0,114906.0,18878.0,1946820.0,8248250.0,0.5749671748552724,0.0068413299790864,0.1253805352650562,0.0405630285212014,0.0139309550510714,0.0022887279119813,0.2360282484163307,0.1322218652441427,0.0,2019.0,10.0,2019-10-01,106,47,6407
14,2.020586659461605,30.909150950179868,11.291370149260151,11.4430218562207,0.0917811647588434,6.948306451612903,9.912,205515996.0,4908967.0,48825.0,665120.0,499422.0,29117.0,38203.0,621286.0,6810940.0,0.7207473564588736,0.0071686140239085,0.0976546555981993,0.0733264424587501,0.0042750339894346,0.0056090642407655,0.0912188332300681,0.1048232696221079,4.0,2019.0,11.0,2019-11-01,45,48,2748
15,1.673238350139614,31.01794594297845,7.155360672219702,7.902897778131392,0.1574925176160571,6.5975,7.47,115229688.0,6815814.0,17592.0,278837.0,886029.0,211378.0,44914.0,1924419.0,10178983.0,0.6695967563753668,0.0017282669594791,0.0273934046259827,0.0870449434879692,0.0207661217235552,0.0044124250919762,0.1890580817356704,0.0291216715854619,11.0,2019.0,12.0,2019-12-01,46,33,2793
16,1.7955687422948234,30.549209530432236,6.65774070111155,6.708742753455023,0.1494480431267774,11.785,7.667,196973906.0,11817079.0,4265.0,455795.0,910155.0,504039.0,494115.0,1488110.0,15353030.0,0.7722067232312131,0.0006750581752948,0.0296876251788734,0.0649071996814168,0.0328299365011336,0.078207824217067,0.0969261442203916,0.0297731457568961,6.0,2020.0,3.0,2020-03-01,196,4,11764
17,1.8418145515386208,32.258641304137214,10.391046429317262,9.86204655912039,0.0970245903580478,13.022,11.015,197486046.0,10173155.0,6538.0,686105.0,1441119.0,490018.0,258344.0,1785611.0,14840890.0,0.6854814637127558,0.0004405396172331,0.0462307179690705,0.0971046210840455,0.0330181006664694,0.0174075813512531,0.1203169755991722,0.0466712575863037,0.0,2020.0,4.0,2020-04-01,272,26,16346
18,1.6423032090834633,33.51229200996359,14.510416787408152,13.829707508116693,0.0971114338060371,22.138,17.762,118744012.0,8838898.0,7957.0,216500.0,983976.0,602602.0,1007060.0,1305063.0,12328711.0,0.7169361014302307,0.0011253495368895,0.0175606354954706,0.0798117499874885,0.0488779402810237,0.0816841273998555,0.2008001152121593,0.0182060395446044,0.0,2020.0,5.0,2020-05-01,262,32,15752
19,1.777629434824238,34.275704631521386,21.771578700125517,19.32251436048084,0.0927793670921503,16.901,27.254,197606429.0,11422428.0,48956.0,783646.0,807243.0,152810.0,137491.0,1462046.0,14720507.0,0.7759534369298557,0.0073058646591407,0.1110731395310314,0.0685156869551306,0.0103807565867126,0.0205182334718914,0.0993203562893587,0.1183790041901721,0.0,2020.0,6.0,2020-06-01,286,55,17215
20,1.41858605263168,34.512012641795,22.38087975655072,20.91228300147887,0.0838820472301938,13.51,26.691,197281268.0,9405031.0,551526.0,1424383.0,1480071.0,164377.0,112848.0,2273116.0,15045668.0,0.6250989321311623,0.0507560547094106,0.1308151874534945,0.1359295676159299,0.0109252045173401,0.0103639486526811,0.1621357251391492,0.1786268539490329,0.0,2020.0,8.0,2020-08-01,274,53,16493
21,1.6164538188828956,31.50266751347175,11.37867036605661,12.425020587592035,0.103190729206809,4.801257142857144,11.489,198805937.0,8854616.0,22928.0,741624.0,1031540.0,479206.0,133625.0,2257460.0,13520999.0,0.6548788295894409,0.0016957326895741,0.0548497932734112,0.0762917000437615,0.0354416119696481,0.0098827756736022,0.1669595567605618,0.0565455259629854,6.0,2020.0,11.0,2020-11-01,75,55,4555
22,1.9257933853034097,32.076320318369994,6.943552626423333,6.773043272620346,0.1014006019492304,11.786,8.593,196080647.0,11696248.0,13431.0,1012410.0,968929.0,374370.0,45395.0,2850505.0,16246289.0,0.7199335183560996,0.0019678100212824,0.0865105834279693,0.0827951255818087,0.0230434162533979,0.0038790094277147,0.175455761004867,0.086950822585841,5.0,2021.0,3.0,2021-03-01,128,42,7722
23,1.6000149514787236,33.03072432189213,9.203038986761854,9.136642907502882,0.1268866372007207,12.874,14.071,112880784.0,7904984.0,0.0,125466.0,760989.0,171890.0,718363.0,1545244.0,11226936.0,0.7041087612862494,0.0,0.011175444484586,0.0677824296851785,0.0153104996768486,0.0639856680397928,0.1376371968273445,0.011175444484586,2.0,2021.0,4.0,2021-04-01,225,5,13505
24,1.9071147787932912,33.550845404970175,18.822990462678504,17.03103267271796,0.1006945624350094,15.174,22.081,197351396.0,11781322.0,87953.0,1055646.0,1031954.0,934695.0,461964.0,1907971.0,15956273.0,0.7725654634156764,0.0076689398041457,0.0920455883083828,0.0646738746573212,0.0624147776974987,0.028951873661224,0.1460264741105338,0.0997145281125286,0.0,2021.0,6.0,2021-06-01,257,6,15426
25,1.513966647226168,34.22947356568803,18.43622720569397,18.404691915475272,0.1318634871289216,11.792,20.025,204180434.0,4679285.0,845845.0,1809299.0,680684.0,119333.0,164335.0,767592.0,8146502.0,0.574391929198569,0.1122332512261673,0.222095201105947,0.0903184133944546,0.0146483730072121,0.0218052377684471,0.1018500384529035,0.3038009442580386,0.0,2021.0,9.0,2021-09-01,136,21,8181
26,1.7713380306047015,33.814790697774555,15.894707804887505,16.591958285538638,0.1396975011356516,10.68,14.6165,203018335.0,8280284.0,72143.0,1449030.0,601472.0,134200.0,16809.0,1614208.0,11258809.0,0.7354493712434415,0.0068973811979317,0.1287018902265772,0.0646146504721815,0.0119195556119657,0.0015083928192585,0.1734103760597322,0.13503097885398,2.0,2021.0,10.0,2021-10-01,121,46,7306
27,1.1866181347243305,31.18748590392493,6.478257180440531,6.692860183398564,0.0828764669283151,7.561550458715596,6.006,114642601.0,7005448.0,4963.0,98943.0,1434814.0,84083.0,305172.0,2449935.0,11383358.0,0.6154113750968738,0.0004359873422236,0.0086918991742155,0.1260448806055295,0.0073864847262117,0.0268086095508899,0.2152207635040556,0.0091278865164391,2.0,2021.0,12.0,2021-12-01,45,51,2751
28,0.8652923064205936,30.466775978436605,4.992120923763867,5.462499662951512,0.2037284985069677,8.898,6.444,117160769.0,6532474.0,4437.0,256188.0,768572.0,55452.0,68944.0,1068893.0,8754960.0,0.7461454992370039,0.0005067984319745,0.0292620411743743,0.0877870372908614,0.0063337810795252,0.0078748503705328,0.1220899924157277,0.0297688396063488,13.0,2022.0,2.0,2022-02-01,82,46,4966
