cm_1_1,cm_1_2,cm_1_3,cm_1_4,cm_1_5,cm_1_6,cm_1_7,cm_2_1,cm_2_2,cm_2_3,cm_2_4,cm_2_5,cm_2_6,cm_2_7,cm_3_1,cm_3_2,cm_3_3,cm_3_4,cm_3_5,cm_3_6,cm_3_7,cm_4_1,cm_4_2,cm_4_3,cm_4_4,cm_4_5,cm_4_6,cm_4_7,cm_5_1,cm_5_2,cm_5_3,cm_5_4,cm_5_5,cm_5_6,cm_5_7,cm_6_1,cm_6_2,cm_6_3,cm_6_4,cm_6_5,cm_6_6,cm_6_7,cm_7_1,cm_7_2,cm_7_3,cm_7_4,cm_7_5,cm_7_6,cm_7_7,filename,classifier,date
271,0,0,0,0,0,3,0,237,0,0,42,0,0,0,1,280,0,0,0,9,23,0,0,251,0,0,12,0,0,0,0,293,0,0,19,81,72,0,91,21,0,1,0,0,0,0,0,293,ConfusionMatrix_Cons_2021-10-24.csv,Cons,2021-10-24
476,0,3,0,0,0,29,0,313,0,0,2,0,0,0,0,402,0,1,0,9,0,0,0,48,0,0,0,0,4,6,0,480,0,1,0,0,3,0,0,2,0,10,0,3,0,0,0,455,ConfusionMatrix_GBT_2021-10-24.csv,GBT,2021-10-24
469,1,5,0,0,0,33,0,305,1,0,9,0,0,0,10,369,0,2,0,31,0,0,0,47,0,0,1,4,23,12,0,451,0,1,0,0,5,0,0,0,0,6,0,3,0,0,0,459,ConfusionMatrix_KNN_2021-10-24.csv,KNN,2021-10-24
478,0,3,0,0,0,27,0,310,0,0,5,0,0,0,0,397,0,3,1,11,0,0,0,48,0,0,0,0,8,9,0,473,0,1,0,0,4,0,0,1,0,8,0,4,0,0,0,456,ConfusionMatrix_RF_2021-10-24.csv,RF,2021-10-24
486,0,3,0,2,0,17,0,305,1,0,8,1,0,4,1,379,0,4,0,24,0,0,0,48,0,0,0,2,20,19,0,450,0,0,0,0,3,0,0,2,0,98,0,13,1,0,0,356,ConfusionMatrix_SVM_2021-10-24.csv,SVM,2021-10-24
488,0,3,0,0,0,10,0,339,0,0,4,1,0,2,0,359,0,1,1,16,1,0,0,43,0,0,1,0,2,0,0,142,0,0,3,1,6,0,0,2,0,31,0,15,0,0,0,462,ConfusionMatrix_CART_2021-10-29.csv,CART,2021-10-29
309,0,1,0,0,0,1,0,307,0,0,1,0,0,0,0,330,0,0,1,3,0,0,0,312,0,0,0,0,0,0,0,98,0,0,31,143,147,0,0,17,0,4,0,1,0,0,0,293,ConfusionMatrix_Cons_2021-10-29.csv,Cons,2021-10-29
495,0,1,0,0,0,5,0,340,0,0,4,0,0,0,0,372,0,0,0,7,0,0,0,44,0,0,1,0,1,0,0,143,0,0,1,1,5,0,0,5,0,7,0,10,0,0,0,491,ConfusionMatrix_GBT_2021-10-29.csv,GBT,2021-10-29
492,0,2,0,0,0,7,0,335,0,0,9,0,0,0,13,344,0,0,0,22,0,0,0,44,0,0,1,1,15,7,0,121,0,0,1,2,9,0,0,0,0,26,0,12,0,0,0,470,ConfusionMatrix_KNN_2021-10-29.csv,KNN,2021-10-29
495,0,1,0,0,0,5,0,339,0,0,5,0,0,0,0,364,0,0,0,15,0,0,0,44,0,0,1,0,4,0,0,140,0,0,2,1,8,0,0,1,0,15,0,13,0,0,0,480,ConfusionMatrix_RF_2021-10-29.csv,RF,2021-10-29
484,0,2,0,0,0,15,0,324,2,0,18,0,0,0,0,354,0,0,1,24,1,0,0,44,0,0,0,14,10,13,0,107,0,0,0,1,9,0,0,2,0,33,0,22,0,0,0,453,ConfusionMatrix_SVM_2021-10-29.csv,SVM,2021-10-29
445,0,0,0,3,0,23,0,27,0,0,6,0,0,0,0,180,0,4,0,5,0,0,0,56,0,1,0,5,12,9,0,302,0,4,2,0,0,2,1,6,0,37,0,13,0,6,0,414,ConfusionMatrix_CART_2021-12-25.csv,CART,2021-12-25
397,0,0,0,0,0,1,0,26,0,0,23,0,0,0,0,194,1,4,0,0,0,0,0,377,0,17,6,1,6,0,0,262,0,2,21,28,60,20,96,86,15,5,0,1,0,0,0,351,ConfusionMatrix_Cons_2021-12-25.csv,Cons,2021-12-25
455,0,0,0,2,0,14,0,25,0,0,8,0,0,0,0,184,0,3,0,2,0,0,0,57,0,0,0,1,4,2,0,321,0,4,3,0,0,0,0,7,1,22,0,3,0,0,0,445,ConfusionMatrix_GBT_2021-12-25.csv,GBT,2021-12-25
452,0,0,0,0,0,19,0,11,0,0,22,0,0,0,0,178,0,5,0,6,1,0,0,56,0,0,0,11,7,15,0,290,0,9,3,0,0,0,0,6,2,33,0,8,0,0,0,429,ConfusionMatrix_KNN_2021-12-25.csv,KNN,2021-12-25
452,0,0,0,0,0,19,0,23,0,0,10,0,0,0,0,185,0,3,0,1,0,0,0,57,0,0,0,1,7,1,0,316,0,7,3,0,0,0,0,7,1,23,0,9,0,0,0,438,ConfusionMatrix_RF_2021-12-25.csv,RF,2021-12-25
440,0,0,0,0,2,29,0,12,0,0,21,0,0,0,0,164,0,2,1,22,0,0,0,57,0,0,0,15,17,27,0,271,0,2,2,0,0,0,0,9,0,52,0,5,0,0,0,413,ConfusionMatrix_SVM_2021-12-25.csv,SVM,2021-12-25
476,0,1,0,0,0,14,0,14,3,0,12,0,0,0,1,237,0,1,1,30,1,0,0,52,0,0,0,0,6,5,0,82,0,0,0,0,3,0,0,6,0,9,0,30,0,0,1,443,ConfusionMatrix_CART_2022-02-23.csv,CART,2022-02-23
393,0,0,0,0,0,3,0,15,4,0,2,0,0,0,0,367,0,0,6,15,27,0,0,318,0,0,22,0,3,0,0,73,0,0,55,9,246,0,15,55,5,2,0,6,0,0,0,359,ConfusionMatrix_Cons_2022-02-23.csv,Cons,2022-02-23
484,0,0,0,0,0,7,0,20,1,0,8,0,0,0,0,236,0,0,1,33,0,0,0,53,0,0,0,0,5,3,0,85,0,0,1,0,3,0,0,5,0,4,0,17,0,0,0,462,ConfusionMatrix_GBT_2022-02-23.csv,GBT,2022-02-23
482,0,1,0,0,0,8,0,19,2,0,8,0,0,0,0,223,0,3,0,44,4,0,0,49,0,0,0,6,9,7,0,69,0,2,1,0,5,0,0,3,0,13,0,17,0,0,0,453,ConfusionMatrix_KNN_2022-02-23.csv,KNN,2022-02-23
482,0,0,0,0,0,9,0,18,1,0,10,0,0,0,0,235,0,0,1,34,2,0,0,51,0,0,0,0,6,5,0,82,0,0,1,0,3,0,0,4,1,6,0,15,0,0,0,462,ConfusionMatrix_RF_2022-02-23.csv,RF,2022-02-23
458,0,1,0,0,0,32,0,15,1,0,13,0,0,0,0,202,0,0,5,63,3,0,0,50,0,0,0,8,11,21,0,53,0,0,2,0,1,0,0,5,1,20,0,23,0,0,0,440,ConfusionMatrix_SVM_2022-02-23.csv,SVM,2022-02-23
491,0,0,0,2,0,12,0,8,0,0,2,0,0,0,0,255,0,12,1,52,0,0,0,50,0,0,0,4,0,11,2,412,0,2,0,0,1,0,2,5,1,15,0,51,0,0,0,426,ConfusionMatrix_CART_2022-03-08.csv,CART,2022-03-08
342,0,0,0,0,0,1,0,4,0,0,3,0,0,0,0,256,0,10,2,30,18,0,0,329,2,0,1,1,0,1,0,317,0,0,56,0,62,5,116,92,6,0,0,5,0,0,0,341,ConfusionMatrix_Cons_2022-03-08.csv,Cons,2022-03-08
502,0,0,1,0,0,2,0,8,0,0,2,0,0,0,0,286,0,11,1,22,0,0,0,50,0,0,0,1,0,3,1,426,0,0,0,0,2,0,0,7,0,5,0,42,0,0,0,445,ConfusionMatrix_GBT_2022-03-08.csv,GBT,2022-03-08
500,0,0,0,0,0,5,0,1,0,0,9,0,0,0,0,272,0,15,0,33,0,0,0,50,0,0,0,10,2,5,3,394,0,17,5,0,4,0,0,0,0,18,0,52,0,0,0,422,ConfusionMatrix_KNN_2022-03-08.csv,KNN,2022-03-08
501,0,0,1,0,0,3,0,6,0,0,4,0,0,0,0,286,0,12,0,22,0,0,0,50,0,0,0,3,0,5,2,416,0,5,1,0,2,0,1,5,0,8,0,45,0,0,0,439,ConfusionMatrix_RF_2022-03-08.csv,RF,2022-03-08
415,0,0,3,72,1,14,0,0,1,0,9,0,0,0,0,251,0,11,1,57,0,0,0,49,1,0,0,8,0,103,2,313,0,5,0,0,2,0,0,7,0,21,0,54,0,0,0,417,ConfusionMatrix_SVM_2022-03-08.csv,SVM,2022-03-08
462,0,0,0,0,0,12,0,12,1,0,4,0,0,0,1,177,0,3,1,10,0,0,0,57,0,0,0,0,8,3,0,200,0,4,0,0,0,0,0,5,5,14,0,23,0,0,1,465,ConfusionMatrix_CART_2022-03-10.csv,CART,2022-03-10
378,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,212,0,2,3,0,0,0,0,439,0,0,8,0,4,0,0,155,0,2,45,0,141,3,18,150,25,0,0,8,0,0,0,400,ConfusionMatrix_Cons_2022-03-10.csv,Cons,2022-03-10
468,0,0,0,0,0,6,0,14,0,0,3,0,0,0,0,186,0,2,0,4,1,0,0,56,0,0,0,1,5,0,0,207,0,2,0,0,0,0,0,9,1,10,0,17,0,0,0,476,ConfusionMatrix_GBT_2022-03-10.csv,GBT,2022-03-10
461,0,0,0,0,0,13,0,2,0,0,15,0,0,1,0,180,0,4,0,7,2,0,0,55,0,0,0,3,3,4,0,201,0,4,6,0,4,0,0,0,0,23,0,33,0,0,0,447,ConfusionMatrix_KNN_2022-03-10.csv,KNN,2022-03-10
466,0,0,0,0,0,8,0,12,0,0,5,0,0,0,0,182,0,6,0,4,0,0,0,57,0,0,0,1,8,0,0,203,0,3,0,0,1,0,0,5,4,13,0,26,0,0,0,464,ConfusionMatrix_RF_2022-03-10.csv,RF,2022-03-10
461,0,0,0,0,0,13,0,1,0,0,16,0,0,0,0,160,0,4,0,28,0,0,0,57,0,0,0,1,4,3,0,207,0,0,1,0,1,0,0,8,0,37,0,36,1,0,2,427,ConfusionMatrix_SVM_2022-03-10.csv,SVM,2022-03-10
471,0,0,0,4,1,16,0,0,0,0,0,0,0,0,0,341,0,10,0,86,0,0,0,46,0,0,1,3,1,7,0,298,0,2,2,0,0,0,0,4,3,14,0,118,0,6,1,327,ConfusionMatrix_CART_2022-03-20.csv,CART,2022-03-20
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,8,3,11,0,0,0,354,0,0,0,1,0,0,0,191,0,0,46,1,51,1,29,188,25,2,0,42,0,0,0,334,ConfusionMatrix_Cons_2022-03-20.csv,Cons,2022-03-20
486,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,382,0,7,0,48,0,0,0,47,0,0,0,1,1,3,0,306,0,0,1,0,0,0,1,6,1,10,0,110,0,0,0,346,ConfusionMatrix_GBT_2022-03-20.csv,GBT,2022-03-20
485,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,379,0,19,0,39,1,0,0,46,0,0,0,6,0,12,0,290,0,3,2,0,1,0,2,2,2,22,0,141,0,1,0,302,ConfusionMatrix_KNN_2022-03-20.csv,KNN,2022-03-20
486,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,387,0,10,0,40,1,0,0,46,0,0,0,1,1,3,0,304,0,2,1,0,0,0,2,5,1,12,0,122,0,0,1,331,ConfusionMatrix_RF_2022-03-20.csv,RF,2022-03-20
468,0,0,2,11,0,11,0,0,0,0,0,0,0,1,0,252,0,15,0,169,0,0,0,47,0,0,0,19,0,2,0,289,0,1,1,0,1,0,0,6,1,42,0,123,0,3,0,298,ConfusionMatrix_SVM_2022-03-20.csv,SVM,2022-03-20
378,0,8,1,6,1,58,0,3,1,0,0,0,0,7,0,358,1,7,0,60,0,0,0,50,3,0,0,3,1,7,0,379,0,2,1,0,0,1,2,5,1,68,0,60,0,2,0,364,ConfusionMatrix_CART_2022-03-23.csv,CART,2022-03-23
337,0,0,0,0,0,14,0,1,0,0,1,0,0,2,0,307,0,1,0,11,33,0,0,316,0,0,0,1,0,2,0,318,0,0,62,0,66,54,82,58,10,4,0,12,0,0,0,308,ConfusionMatrix_Cons_2022-03-23.csv,Cons,2022-03-23
404,0,5,0,1,0,42,0,2,0,0,2,0,0,2,0,395,0,4,0,32,0,0,0,53,0,0,0,0,0,2,0,390,0,0,2,0,0,1,2,4,1,33,0,48,0,0,0,413,ConfusionMatrix_GBT_2022-03-23.csv,GBT,2022-03-23
382,0,6,0,0,0,64,0,0,0,0,4,0,0,4,0,363,0,4,0,62,0,0,0,52,0,0,1,5,0,17,0,367,0,3,4,0,1,1,3,0,1,34,0,84,0,0,0,376,ConfusionMatrix_KNN_2022-03-23.csv,KNN,2022-03-23
388,0,4,0,1,0,59,0,2,0,0,2,0,0,1,0,390,0,4,0,38,0,0,0,53,0,0,0,2,0,3,0,386,0,1,4,0,0,1,2,1,2,34,0,59,0,0,0,401,ConfusionMatrix_RF_2022-03-23.csv,RF,2022-03-23
393,0,7,1,0,1,50,0,0,0,0,4,0,0,8,0,341,0,6,0,78,2,0,0,50,0,0,1,6,0,7,0,378,1,0,2,0,2,0,0,6,0,96,0,77,0,0,0,321,ConfusionMatrix_SVM_2022-03-23.csv,SVM,2022-03-23
471,0,3,0,3,2,37,0,3,0,0,1,0,0,9,0,348,1,5,0,60,3,0,1,60,0,0,0,2,1,7,2,241,0,1,0,0,0,0,0,2,2,35,0,48,0,2,2,364,ConfusionMatrix_CART_2022-03-25.csv,CART,2022-03-25
352,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,346,1,4,0,8,0,0,0,373,0,0,0,0,0,0,1,175,0,0,48,0,36,56,102,133,15,8,0,11,0,0,0,322,ConfusionMatrix_Cons_2022-03-25.csv,Cons,2022-03-25
475,0,0,0,0,0,41,0,3,0,0,1,0,0,4,0,378,0,7,0,34,2,0,0,60,1,0,1,0,1,2,1,249,0,1,0,0,0,0,0,4,0,14,0,33,0,0,0,404,ConfusionMatrix_GBT_2022-03-25.csv,GBT,2022-03-25
467,0,4,0,0,0,45,0,0,0,0,4,0,0,9,0,348,0,5,0,61,5,0,1,55,0,0,3,7,0,17,0,212,0,18,1,0,0,1,0,1,1,11,0,58,0,0,0,382,ConfusionMatrix_KNN_2022-03-25.csv,KNN,2022-03-25
478,0,0,0,0,0,38,0,3,0,0,1,0,0,6,0,371,0,5,0,41,3,0,1,60,0,0,0,0,1,6,1,245,0,1,1,0,0,0,0,3,0,11,0,44,0,1,0,395,ConfusionMatrix_RF_2022-03-25.csv,RF,2022-03-25
440,0,12,0,1,2,61,0,1,0,0,3,0,0,23,0,314,0,7,0,79,4,0,0,58,1,0,1,9,0,13,0,231,0,1,0,0,0,0,0,4,0,66,0,67,0,0,1,317,ConfusionMatrix_SVM_2022-03-25.csv,SVM,2022-03-25
481,0,1,0,1,0,21,0,8,0,0,3,0,0,1,0,262,0,16,0,101,1,0,0,63,1,0,1,2,8,13,0,423,0,4,1,0,0,0,0,3,1,16,0,68,0,2,0,394,ConfusionMatrix_CART_2022-04-22.csv,CART,2022-04-22
332,0,0,0,0,0,4,0,4,0,0,12,0,0,0,0,261,0,6,0,61,0,0,0,334,0,0,0,0,1,1,0,321,0,0,63,0,67,15,83,102,16,4,0,8,0,0,0,305,ConfusionMatrix_Cons_2022-04-22.csv,Cons,2022-04-22
492,0,1,0,0,0,11,0,10,0,0,1,0,0,0,0,325,0,7,0,48,1,0,0,65,0,0,0,1,5,4,0,439,0,1,2,0,0,0,0,3,0,9,0,52,0,0,0,419,ConfusionMatrix_GBT_2022-04-22.csv,GBT,2022-04-22
482,0,2,0,0,0,20,0,5,0,0,6,0,0,1,0,281,0,10,0,88,3,0,2,60,1,0,0,3,4,14,1,420,0,8,1,0,1,0,0,0,3,18,0,80,0,0,0,382,ConfusionMatrix_KNN_2022-04-22.csv,KNN,2022-04-22
491,0,1,0,0,0,12,0,10,0,0,1,0,0,0,0,317,0,8,0,55,1,0,0,64,0,0,1,2,5,10,0,433,0,0,3,0,0,0,0,2,0,12,0,58,0,0,0,410,ConfusionMatrix_RF_2022-04-22.csv,RF,2022-04-22
482,0,1,0,0,2,19,0,0,0,0,11,0,0,5,0,221,0,17,0,137,4,0,1,61,0,0,0,9,3,20,0,418,0,0,2,0,0,0,0,3,0,67,0,77,0,4,0,332,ConfusionMatrix_SVM_2022-04-22.csv,SVM,2022-04-22
496,0,1,0,2,2,4,0,0,0,0,0,0,0,0,0,203,0,1,0,37,0,0,0,25,0,0,0,1,0,1,0,391,0,0,0,0,0,0,0,1,1,12,0,33,0,0,1,425,ConfusionMatrix_CART_2022-05-02.csv,CART,2022-05-02
382,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,200,0,13,0,52,0,0,0,363,0,0,0,0,0,0,0,291,0,0,62,0,50,19,106,99,7,1,0,11,0,0,0,331,ConfusionMatrix_Cons_2022-05-02.csv,Cons,2022-05-02
503,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,221,0,0,0,20,0,0,0,25,0,0,0,1,0,0,0,392,0,0,0,0,0,1,0,1,0,3,0,18,0,0,0,450,ConfusionMatrix_GBT_2022-05-02.csv,GBT,2022-05-02
498,0,2,0,0,0,5,0,0,0,0,0,0,0,1,0,167,0,1,0,72,3,0,0,22,0,0,0,3,0,6,0,383,0,1,2,0,0,0,0,0,0,6,0,24,0,0,0,441,ConfusionMatrix_KNN_2022-05-02.csv,KNN,2022-05-02
498,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,209,0,0,0,32,1,0,0,24,0,0,0,0,0,2,0,391,0,0,0,0,0,0,0,2,0,3,0,21,0,0,0,447,ConfusionMatrix_RF_2022-05-02.csv,RF,2022-05-02
494,0,0,0,0,3,8,0,0,0,0,0,0,0,2,0,100,0,8,2,129,0,0,0,25,0,0,0,0,0,2,0,391,0,0,1,0,0,0,0,1,0,10,0,6,0,0,0,455,ConfusionMatrix_SVM_2022-05-02.csv,SVM,2022-05-02
500,0,3,2,1,1,13,0,30,0,0,1,0,0,4,0,294,0,0,0,64,0,0,0,53,0,0,0,0,8,1,0,111,0,0,0,0,0,0,0,7,0,12,0,37,0,0,0,407,ConfusionMatrix_CART_2022-05-09.csv,CART,2022-05-09
367,0,1,0,0,0,2,0,26,0,0,3,0,0,0,0,332,0,1,2,37,0,0,0,388,0,0,0,0,4,0,0,90,0,0,32,2,80,18,68,153,1,2,0,4,0,1,0,386,ConfusionMatrix_Cons_2022-05-09.csv,Cons,2022-05-09
504,0,4,0,0,0,12,0,29,0,0,2,0,0,0,0,326,0,1,0,35,0,0,0,53,0,0,0,0,6,1,0,113,0,0,0,0,0,1,0,6,0,5,0,26,0,0,0,425,ConfusionMatrix_GBT_2022-05-09.csv,GBT,2022-05-09
494,0,7,0,0,0,19,0,25,0,0,6,0,0,0,0,279,0,2,0,81,0,0,1,52,0,0,0,4,12,5,0,95,0,4,6,0,1,0,0,0,0,3,0,28,0,0,0,425,ConfusionMatrix_KNN_2022-05-09.csv,KNN,2022-05-09
495,0,5,0,0,0,20,0,29,0,0,2,0,0,0,0,324,0,0,0,38,0,0,0,53,0,0,0,0,8,1,0,111,0,0,1,0,0,0,0,6,0,5,0,26,0,0,0,425,ConfusionMatrix_RF_2022-05-09.csv,RF,2022-05-09
488,0,7,0,0,0,25,0,12,0,0,19,0,0,2,0,206,0,4,0,150,1,0,0,52,0,0,0,0,2,5,0,113,0,0,0,0,0,0,0,7,0,6,0,43,0,0,0,407,ConfusionMatrix_SVM_2022-05-09.csv,SVM,2022-05-09
453,0,0,1,8,0,9,0,61,0,0,4,0,0,0,1,356,0,17,0,6,3,0,0,46,0,0,0,10,4,10,0,209,1,1,1,0,1,0,2,3,5,5,0,3,0,1,0,471,ConfusionMatrix_CART_2022-06-03.csv,CART,2022-06-03
360,0,0,0,1,0,1,0,50,0,0,19,0,0,0,0,364,0,5,3,1,20,0,0,319,0,0,0,0,2,0,0,152,0,0,63,22,91,0,92,44,43,0,0,6,0,0,0,342,ConfusionMatrix_Cons_2022-06-03.csv,Cons,2022-06-03
465,0,0,0,3,0,3,0,59,0,0,6,0,0,0,0,375,0,5,0,0,2,0,0,47,0,0,0,9,4,5,0,216,0,1,2,0,2,0,0,7,1,0,0,5,0,0,0,475,ConfusionMatrix_GBT_2022-06-03.csv,GBT,2022-06-03
445,0,1,3,4,0,18,0,60,0,0,5,0,0,0,3,356,0,10,0,11,2,0,0,47,0,0,0,25,13,29,4,161,0,3,3,0,5,0,1,0,3,9,0,14,0,0,0,457,ConfusionMatrix_KNN_2022-06-03.csv,KNN,2022-06-03
461,0,0,0,5,0,5,0,60,0,0,5,0,0,0,0,369,0,11,0,0,2,0,0,47,0,0,0,10,3,7,0,212,0,3,2,0,3,0,1,4,2,2,0,5,0,0,0,473,ConfusionMatrix_RF_2022-06-03.csv,RF,2022-06-03
443,0,0,1,10,0,17,0,60,0,0,5,0,0,1,0,347,0,22,1,9,0,0,0,49,0,0,0,38,9,4,0,184,0,0,2,0,3,0,0,7,0,19,0,14,0,0,0,447,ConfusionMatrix_SVM_2022-06-03.csv,SVM,2022-06-03
518,0,0,0,0,0,3,0,494,0,0,1,0,0,0,0,322,0,5,2,4,0,0,0,26,0,0,0,2,1,0,0,298,0,0,3,0,2,0,1,7,0,2,0,0,0,0,0,487,ConfusionMatrix_CART_2022-06-16.csv,CART,2022-06-16
303,0,0,0,0,0,0,0,293,0,0,19,0,0,0,0,300,0,4,1,1,0,0,0,302,0,0,0,0,0,0,0,208,0,0,28,2,83,1,124,33,15,0,0,0,0,0,0,283,ConfusionMatrix_Cons_2022-06-16.csv,Cons,2022-06-16
521,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,331,0,1,0,1,0,0,0,26,0,0,0,2,1,0,0,298,0,0,2,0,1,0,0,10,0,1,0,0,0,0,0,488,ConfusionMatrix_GBT_2022-06-16.csv,GBT,2022-06-16
517,0,0,0,0,0,4,0,495,0,0,0,0,0,0,22,308,0,0,0,3,0,0,0,25,0,0,1,4,9,6,0,277,0,5,5,0,5,0,0,0,3,0,0,0,0,0,0,489,ConfusionMatrix_KNN_2022-06-16.csv,KNN,2022-06-16
520,0,0,0,0,0,1,0,495,0,0,0,0,0,0,0,332,0,0,0,1,0,0,0,26,0,0,0,2,0,0,0,298,0,1,3,0,2,0,0,8,0,5,0,0,0,0,0,484,ConfusionMatrix_RF_2022-06-16.csv,RF,2022-06-16
520,0,0,0,0,0,1,0,489,2,0,4,0,0,0,1,308,0,22,2,0,0,0,0,26,0,0,0,0,3,9,0,287,0,2,3,0,1,0,0,7,2,5,0,5,0,0,0,479,ConfusionMatrix_SVM_2022-06-16.csv,SVM,2022-06-16
370,0,0,0,0,0,8,0,404,0,0,0,0,0,0,0,339,0,0,0,17,0,0,0,62,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3,0,4,0,14,0,0,0,485,ConfusionMatrix_CART_2022-06-23.csv,CART,2022-06-23
261,0,0,0,0,0,0,0,347,0,0,0,1,0,0,0,352,0,0,2,8,0,0,0,368,0,0,0,0,0,0,0,0,0,0,1,125,83,3,0,115,6,0,0,2,0,0,0,326,ConfusionMatrix_Cons_2022-06-23.csv,Cons,2022-06-23
377,0,0,0,0,0,1,0,404,0,0,0,0,0,0,0,349,0,0,0,7,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,3,0,7,0,0,0,493,ConfusionMatrix_GBT_2022-06-23.csv,GBT,2022-06-23
376,0,0,0,0,0,2,0,401,0,0,0,0,3,0,17,290,0,0,0,49,2,0,0,60,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,1,5,0,0,0,496,ConfusionMatrix_KNN_2022-06-23.csv,KNN,2022-06-23
376,0,0,0,0,0,2,0,404,0,0,0,0,0,0,0,347,0,0,0,9,1,0,0,61,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,3,0,8,0,0,0,492,ConfusionMatrix_RF_2022-06-23.csv,RF,2022-06-23
368,0,0,0,0,0,10,0,403,1,0,0,0,0,0,0,317,0,0,1,38,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,23,0,15,0,0,0,465,ConfusionMatrix_SVM_2022-06-23.csv,SVM,2022-06-23
480,0,0,3,0,0,5,0,405,0,0,9,0,0,0,0,386,0,12,1,6,0,0,0,37,1,0,0,0,8,20,0,420,1,3,0,3,1,0,2,1,2,11,0,6,0,1,0,542,ConfusionMatrix_CART_2022-08-15.csv,CART,2022-08-15
299,0,0,0,0,0,0,0,299,0,0,1,0,0,0,0,273,0,1,0,1,4,0,0,284,0,0,3,0,3,4,0,285,0,0,17,51,77,0,82,29,4,1,0,0,0,0,0,282,ConfusionMatrix_Cons_2022-08-15.csv,Cons,2022-08-15
484,0,0,2,0,0,2,0,412,0,0,2,0,0,0,0,399,0,1,0,5,0,0,0,38,0,0,0,0,1,9,0,442,0,0,0,3,3,0,0,2,1,6,0,2,0,0,0,552,ConfusionMatrix_GBT_2022-08-15.csv,GBT,2022-08-15
486,0,0,0,0,0,2,0,399,4,0,11,0,0,0,23,365,0,3,0,14,1,0,0,36,1,0,0,3,37,36,0,373,0,3,2,1,4,0,2,0,0,5,0,5,0,0,0,550,ConfusionMatrix_KNN_2022-08-15.csv,KNN,2022-08-15
486,0,0,0,0,0,2,0,407,0,0,7,0,0,0,0,395,0,5,0,5,0,0,0,37,1,0,0,0,5,14,0,431,0,2,1,2,4,0,1,0,1,9,0,2,0,1,0,548,ConfusionMatrix_RF_2022-08-15.csv,RF,2022-08-15
481,0,1,1,2,0,3,0,404,2,0,8,0,0,0,0,386,0,9,1,9,0,0,0,38,0,0,0,5,14,36,4,393,0,0,0,3,5,0,0,1,0,16,0,17,0,7,0,520,ConfusionMatrix_SVM_2022-08-15.csv,SVM,2022-08-15
480,0,4,2,3,5,9,0,401,0,0,11,2,0,3,0,361,0,15,1,10,1,0,0,52,0,0,0,6,16,13,0,378,0,5,0,1,0,0,0,2,0,10,0,6,0,1,0,490,ConfusionMatrix_CART_2022-09-04.csv,CART,2022-09-04
260,0,1,0,0,0,0,0,298,0,0,1,1,0,0,0,274,0,1,1,0,3,0,0,286,0,0,0,4,6,8,0,259,0,0,59,20,71,2,125,30,4,4,0,2,0,0,0,280,ConfusionMatrix_Cons_2022-09-04.csv,Cons,2022-09-04
495,0,5,0,0,0,3,0,410,0,0,4,0,0,0,0,383,0,2,0,5,3,0,0,50,0,0,0,6,4,7,0,400,0,1,0,1,0,0,0,2,0,1,0,4,0,0,0,502,ConfusionMatrix_GBT_2022-09-04.csv,GBT,2022-09-04
482,1,7,6,0,0,7,0,395,12,0,7,0,0,3,29,332,0,5,0,21,6,0,0,47,0,0,0,11,45,41,0,319,0,2,1,1,0,0,0,0,1,3,0,0,0,0,0,504,ConfusionMatrix_KNN_2022-09-04.csv,KNN,2022-09-04
493,0,5,1,0,0,4,0,411,0,0,3,0,0,0,0,386,0,2,0,2,3,0,0,50,0,0,0,7,10,18,0,381,1,1,1,1,0,0,0,1,0,3,0,4,0,0,0,500,ConfusionMatrix_RF_2022-09-04.csv,RF,2022-09-04
371,0,3,5,1,0,123,0,397,2,0,15,0,0,3,2,360,0,7,0,18,0,0,0,53,0,0,0,14,11,24,2,364,0,3,0,1,1,0,0,1,0,119,0,5,0,3,0,380,ConfusionMatrix_SVM_2022-09-04.csv,SVM,2022-09-04
470,0,6,1,9,0,18,0,277,0,0,10,2,0,7,1,378,0,11,1,14,1,0,0,53,0,0,1,3,7,8,0,336,0,0,0,1,2,1,0,0,1,28,0,15,0,1,0,446,ConfusionMatrix_CART_2022-10-19.csv,CART,2022-10-19
279,0,1,0,0,0,3,0,270,0,0,4,8,0,2,0,271,0,1,2,11,3,0,0,310,0,0,5,1,2,0,0,235,0,0,12,146,82,0,6,30,8,2,0,1,0,0,0,305,ConfusionMatrix_Cons_2022-10-19.csv,Cons,2022-10-19
