cm_1_1,cm_1_2,cm_1_3,cm_1_4,cm_1_5,cm_1_6,cm_1_7,cm_2_1,cm_2_2,cm_2_3,cm_2_4,cm_2_5,cm_2_6,cm_2_7,cm_3_1,cm_3_2,cm_3_3,cm_3_4,cm_3_5,cm_3_6,cm_3_7,cm_4_1,cm_4_2,cm_4_3,cm_4_4,cm_4_5,cm_4_6,cm_4_7,cm_5_1,cm_5_2,cm_5_3,cm_5_4,cm_5_5,cm_5_6,cm_5_7,cm_6_1,cm_6_2,cm_6_3,cm_6_4,cm_6_5,cm_6_6,cm_6_7,cm_7_1,cm_7_2,cm_7_3,cm_7_4,cm_7_5,cm_7_6,cm_7_7,filename,classifier,date
487,7,6,0,4,1,17,0,89,6,0,1,0,2,2,0,316,1,4,1,73,1,0,0,57,1,0,1,7,1,12,0,324,0,0,1,2,2,0,0,4,0,54,12,89,1,0,1,326,ConfusionMatrix_SVM_2019-02-24.csv,SVM,2019-02-24
450,0,9,0,6,0,17,0,96,0,0,1,0,4,6,0,283,0,5,0,45,0,0,0,67,0,0,1,1,0,1,0,234,0,2,2,0,2,0,0,1,0,17,5,35,3,1,0,367,ConfusionMatrix_CART_2019-02-27.csv,CART,2019-02-27
322,0,2,0,0,0,1,1,160,0,0,1,0,37,0,0,286,0,2,5,19,4,0,4,311,0,0,6,0,1,0,0,174,0,0,33,69,79,19,3,81,28,3,2,5,0,0,0,342,ConfusionMatrix_Cons_2019-02-27.csv,Cons,2019-02-27
466,0,4,0,1,0,11,0,100,0,0,1,0,0,0,0,307,0,4,0,28,0,0,0,65,0,1,2,0,0,0,0,238,0,0,1,0,1,0,0,3,0,11,2,22,1,0,0,392,ConfusionMatrix_GBT_2019-02-27.csv,GBT,2019-02-27
453,0,11,0,10,0,8,0,98,0,0,1,0,2,5,3,284,0,6,0,41,4,0,1,53,1,0,9,26,0,1,0,205,0,6,2,0,3,0,0,0,0,20,7,28,0,0,0,373,ConfusionMatrix_KNN_2019-02-27.csv,KNN,2019-02-27
455,0,8,0,4,0,15,0,100,0,0,1,0,0,0,0,301,0,4,0,34,1,0,1,62,1,1,2,1,0,0,0,237,0,0,1,0,3,0,0,1,0,14,3,28,0,0,0,383,ConfusionMatrix_RF_2019-02-27.csv,RF,2019-02-27
440,6,9,0,14,0,13,0,91,2,0,0,0,8,17,0,251,0,3,0,68,2,0,0,65,0,0,1,37,0,59,0,142,0,0,1,0,2,0,0,2,0,36,19,24,1,0,0,348,ConfusionMatrix_SVM_2019-02-27.csv,SVM,2019-02-27
449,0,2,2,10,0,13,0,3,0,0,0,0,0,1,0,156,0,4,0,26,1,0,0,44,0,0,0,2,0,10,0,445,0,5,4,0,0,1,2,1,2,17,0,25,0,8,0,417,ConfusionMatrix_CART_2019-04-08.csv,CART,2019-04-08
321,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,167,0,23,0,93,73,0,0,255,0,0,22,0,0,0,0,360,0,0,91,3,58,4,141,27,23,0,0,6,0,0,0,326,ConfusionMatrix_Cons_2019-04-08.csv,Cons,2019-04-08
465,0,1,2,0,0,8,0,3,0,0,0,0,0,0,0,166,0,4,0,17,2,0,0,43,0,0,0,2,0,3,0,457,0,0,4,0,2,0,1,3,0,10,0,14,0,0,0,443,ConfusionMatrix_GBT_2019-04-08.csv,GBT,2019-04-08
456,0,0,0,4,0,16,0,0,0,0,3,0,0,5,0,145,0,6,0,31,5,0,0,40,0,0,0,12,0,13,0,420,0,17,7,0,0,0,0,0,3,12,0,39,0,0,0,416,ConfusionMatrix_KNN_2019-04-08.csv,KNN,2019-04-08
459,0,1,1,4,0,11,0,3,0,0,0,0,0,0,0,170,0,4,0,13,1,0,0,42,0,0,2,2,0,12,0,446,0,2,5,0,1,0,2,1,1,9,0,19,0,1,0,438,ConfusionMatrix_RF_2019-04-08.csv,RF,2019-04-08
432,0,0,2,1,1,40,0,3,0,0,0,0,0,1,0,85,0,9,0,92,1,0,0,41,1,0,2,19,0,85,0,352,0,6,0,0,1,0,0,9,0,11,0,15,0,1,0,440,ConfusionMatrix_SVM_2019-04-08.csv,SVM,2019-04-08
487,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,145,0,0,0,19,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,8,0,20,0,0,0,456,ConfusionMatrix_CART_2019-04-20.csv,CART,2019-04-20
491,0,0,0,0,0,2,0,0,6,0,0,0,0,1,0,170,0,0,0,3,1,0,0,451,0,1,1,0,0,0,0,0,0,0,40,0,190,65,0,145,1,0,0,5,0,0,0,427,ConfusionMatrix_Cons_2019-04-20.csv,Cons,2019-04-20
497,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,161,0,0,0,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,11,0,0,0,472,ConfusionMatrix_GBT_2019-04-20.csv,GBT,2019-04-20
491,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,154,0,0,0,10,1,0,0,24,0,1,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,5,0,18,0,0,0,461,ConfusionMatrix_KNN_2019-04-20.csv,KNN,2019-04-20
499,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,158,0,0,0,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,0,0,0,470,ConfusionMatrix_RF_2019-04-20.csv,RF,2019-04-20
482,0,3,0,0,0,17,0,0,0,0,0,0,0,8,0,108,0,0,1,48,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,19,0,23,0,0,0,442,ConfusionMatrix_SVM_2019-04-20.csv,SVM,2019-04-20
480,0,1,0,7,3,14,0,0,0,0,0,0,0,0,0,190,0,14,0,24,2,0,0,58,1,0,0,5,0,19,0,404,0,15,3,0,0,0,0,4,2,19,0,25,0,7,0,434,ConfusionMatrix_CART_2019-04-23.csv,CART,2019-04-23
339,0,0,0,0,0,0,0,0,0,0,4,0,0,34,0,202,0,16,0,50,4,0,0,341,0,0,2,0,0,2,0,340,0,1,128,0,18,5,92,44,36,6,0,6,0,4,0,326,ConfusionMatrix_Cons_2019-04-23.csv,Cons,2019-04-23
497,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,207,0,8,0,13,0,0,0,61,0,0,0,5,0,14,0,423,0,1,4,0,0,0,0,4,1,12,0,13,0,2,0,458,ConfusionMatrix_GBT_2019-04-23.csv,GBT,2019-04-23
477,0,2,0,0,0,26,0,0,0,0,0,0,0,2,0,176,0,17,0,33,6,0,0,54,1,0,0,15,0,36,0,376,0,16,6,0,0,0,0,0,3,23,0,27,0,2,0,433,ConfusionMatrix_KNN_2019-04-23.csv,KNN,2019-04-23
490,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,202,0,9,0,17,0,0,0,61,0,0,0,8,0,16,1,414,0,4,6,0,0,0,0,2,1,9,0,16,0,1,0,459,ConfusionMatrix_RF_2019-04-23.csv,RF,2019-04-23
405,0,2,1,4,71,22,0,0,0,0,0,0,0,16,0,98,0,9,1,104,1,0,0,60,0,0,0,39,0,379,0,20,3,2,0,0,0,0,0,9,0,55,0,25,0,0,1,404,ConfusionMatrix_SVM_2019-04-23.csv,SVM,2019-04-23
478,0,0,0,9,0,21,0,0,0,0,0,0,0,2,0,200,0,15,0,11,0,0,0,51,1,0,0,3,0,17,3,393,0,2,2,0,0,0,0,0,2,36,0,10,0,5,0,434,ConfusionMatrix_CART_2019-05-23.csv,CART,2019-05-23
352,0,0,0,2,0,2,0,5,0,0,12,0,0,0,1,191,0,20,0,11,0,0,0,331,1,0,0,1,0,2,0,372,0,0,48,0,90,7,128,24,65,4,0,2,0,0,0,329,ConfusionMatrix_Cons_2019-05-23.csv,Cons,2019-05-23
488,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,216,0,6,0,6,0,0,0,51,1,0,0,1,0,3,0,414,0,0,2,0,0,0,0,2,0,20,0,3,0,1,0,461,ConfusionMatrix_GBT_2019-05-23.csv,GBT,2019-05-23
476,0,0,0,4,0,28,0,0,0,0,0,0,0,0,0,188,0,18,0,22,0,0,0,49,2,0,1,15,0,32,3,357,0,11,1,0,0,0,0,0,3,26,0,12,0,3,0,444,ConfusionMatrix_KNN_2019-05-23.csv,KNN,2019-05-23
482,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,207,0,11,0,10,0,0,0,49,2,0,1,0,0,7,0,410,0,1,0,0,0,0,0,1,3,16,0,4,0,1,0,464,ConfusionMatrix_RF_2019-05-23.csv,RF,2019-05-23
458,0,1,0,2,4,43,0,0,0,0,0,0,0,4,0,172,0,17,4,31,0,0,0,51,0,1,0,17,2,45,1,344,0,9,0,0,3,0,0,1,0,17,0,19,0,0,1,448,ConfusionMatrix_SVM_2019-05-23.csv,SVM,2019-05-23
492,0,0,0,0,1,15,0,460,0,0,0,2,0,1,0,426,0,0,1,18,0,0,0,32,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,6,0,12,0,0,0,480,ConfusionMatrix_CART_2019-06-19.csv,CART,2019-06-19
331,0,0,0,0,0,1,0,325,0,0,0,5,0,0,0,331,0,0,1,3,1,0,0,320,0,0,2,0,0,0,0,1,0,0,33,118,119,4,0,55,40,0,0,2,0,0,0,308,ConfusionMatrix_Cons_2019-06-19.csv,Cons,2019-06-19
502,0,1,0,1,1,3,0,460,0,0,0,2,0,0,0,434,0,0,1,11,1,0,0,31,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,1,0,7,0,0,0,490,ConfusionMatrix_GBT_2019-06-19.csv,GBT,2019-06-19
502,0,0,0,0,0,6,0,459,3,0,0,0,0,4,13,419,0,0,0,10,0,0,0,26,0,1,5,1,0,0,0,0,0,0,1,0,3,0,0,0,2,2,0,28,0,0,0,468,ConfusionMatrix_KNN_2019-06-19.csv,KNN,2019-06-19
504,0,1,0,0,0,3,0,460,0,0,0,2,0,0,1,436,0,0,0,9,0,0,0,32,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,2,2,0,15,0,0,0,481,ConfusionMatrix_RF_2019-06-19.csv,RF,2019-06-19
503,0,0,0,0,0,5,0,462,0,0,0,0,0,0,2,425,0,0,3,16,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,7,0,15,0,0,0,476,ConfusionMatrix_SVM_2019-06-19.csv,SVM,2019-06-19
478,0,0,0,4,0,8,0,442,0,0,3,0,0,2,0,381,0,26,5,11,0,0,0,60,2,0,0,9,9,24,1,411,0,7,0,0,2,0,0,1,2,6,0,8,1,5,0,482,ConfusionMatrix_CART_2019-06-22.csv,CART,2019-06-22
309,0,0,0,0,0,0,0,258,0,0,6,0,0,0,0,293,0,11,0,8,23,0,0,271,0,0,0,1,4,8,0,267,0,1,27,27,84,10,77,25,22,2,0,0,0,0,0,266,ConfusionMatrix_Cons_2019-06-22.csv,Cons,2019-06-22
484,0,1,0,2,0,3,0,445,0,0,0,0,0,0,0,413,0,7,0,5,0,0,0,62,0,0,0,7,7,9,0,435,0,3,0,0,3,0,0,1,1,5,0,2,0,0,0,495,ConfusionMatrix_GBT_2019-06-22.csv,GBT,2019-06-22
473,0,0,9,2,0,6,0,440,0,0,5,0,0,4,17,368,0,23,0,13,1,0,0,61,0,0,0,14,70,64,8,292,0,13,1,0,4,0,0,0,0,5,0,5,0,0,0,492,ConfusionMatrix_KNN_2019-06-22.csv,KNN,2019-06-22
481,0,1,2,1,0,5,0,444,0,0,1,0,0,0,0,402,0,16,0,7,0,0,0,62,0,0,0,15,7,12,1,420,0,6,0,0,3,0,0,1,1,5,0,3,0,0,0,494,ConfusionMatrix_RF_2019-06-22.csv,RF,2019-06-22
345,0,1,1,2,1,140,0,426,4,0,15,0,0,3,0,221,0,151,34,16,3,0,0,59,0,0,0,20,12,15,0,396,0,18,0,0,1,1,0,3,0,108,0,12,0,1,1,380,ConfusionMatrix_SVM_2019-06-22.csv,SVM,2019-06-22
491,0,1,0,1,2,22,0,444,0,0,0,3,0,3,0,366,0,8,2,24,0,0,0,59,0,0,5,2,5,0,0,94,0,2,1,0,3,0,0,3,0,13,1,21,0,2,1,468,ConfusionMatrix_CART_2019-09-22.csv,CART,2019-09-22
331,0,1,0,0,0,0,0,311,0,0,0,1,0,0,0,318,0,1,2,1,0,0,0,293,0,0,1,0,0,0,0,57,0,0,11,129,108,4,6,90,0,1,0,4,0,0,0,330,ConfusionMatrix_Cons_2019-09-22.csv,Cons,2019-09-22
505,0,3,0,0,0,9,0,447,0,0,0,0,0,0,0,378,0,5,1,19,0,0,0,61,0,0,3,1,2,0,0,100,0,0,2,0,4,0,0,1,0,5,1,14,0,0,0,486,ConfusionMatrix_GBT_2019-09-22.csv,GBT,2019-09-22
504,0,4,0,0,0,9,0,435,10,0,1,0,1,1,10,350,0,13,0,29,0,0,0,55,0,0,9,9,15,19,0,55,0,5,2,1,3,1,0,0,0,18,1,21,0,0,0,466,ConfusionMatrix_KNN_2019-09-22.csv,KNN,2019-09-22
505,0,4,0,0,0,8,0,446,0,0,0,1,0,0,0,377,0,5,0,21,0,0,0,60,0,0,4,2,2,1,0,96,0,2,2,0,4,1,0,0,0,7,1,16,0,0,0,482,ConfusionMatrix_RF_2019-09-22.csv,RF,2019-09-22
495,0,5,0,0,0,17,0,446,0,0,0,1,0,6,0,366,0,7,0,24,0,0,0,63,0,0,1,6,2,7,0,88,0,0,1,0,5,1,0,0,0,20,0,19,3,0,0,464,ConfusionMatrix_SVM_2019-09-22.csv,SVM,2019-09-22
477,0,6,0,4,0,27,0,294,1,0,11,0,0,7,2,314,3,21,2,18,0,0,1,26,2,0,3,3,9,12,0,404,0,0,0,1,1,1,1,1,2,41,0,11,0,0,3,411,ConfusionMatrix_CART_2019-10-30.csv,CART,2019-10-30
304,0,1,0,0,0,1,0,274,0,0,26,0,0,1,0,282,0,5,0,7,17,0,0,145,0,0,95,0,0,0,0,243,0,0,18,74,115,5,74,9,1,7,0,0,0,0,0,296,ConfusionMatrix_Cons_2019-10-30.csv,Cons,2019-10-30
487,0,5,0,0,0,22,0,303,0,0,3,0,0,1,0,353,0,2,0,11,1,0,1,29,0,0,1,0,0,1,0,427,0,0,0,1,1,0,2,3,0,30,0,4,0,0,0,432,ConfusionMatrix_GBT_2019-10-30.csv,GBT,2019-10-30
477,0,5,0,3,0,29,0,296,0,0,10,0,0,9,18,306,1,7,0,26,1,0,4,22,0,0,5,8,30,27,0,363,0,0,0,0,4,0,2,0,1,38,0,11,0,1,0,416,ConfusionMatrix_KNN_2019-10-30.csv,KNN,2019-10-30
479,0,5,0,1,0,29,0,299,0,0,7,0,0,1,0,345,0,6,0,15,1,0,2,23,0,1,5,0,0,4,0,424,0,0,0,1,2,1,1,1,1,33,0,6,0,0,0,427,ConfusionMatrix_RF_2019-10-30.csv,RF,2019-10-30
463,0,6,0,0,0,45,0,197,71,0,36,2,0,15,1,313,0,9,4,25,3,0,1,25,1,0,2,6,87,112,0,223,0,0,0,0,4,1,1,1,0,181,0,11,0,0,0,274,ConfusionMatrix_SVM_2019-10-30.csv,SVM,2019-10-30
494,0,0,0,7,3,2,0,42,0,0,0,5,0,2,0,330,0,1,5,9,0,0,0,22,0,0,0,3,0,0,0,37,0,0,1,1,6,0,0,0,0,3,0,13,0,0,0,476,ConfusionMatrix_CART_2019-11-29.csv,CART,2019-11-29
328,0,0,0,0,0,1,0,244,0,0,0,9,0,1,1,356,0,0,0,15,63,0,1,298,0,0,8,0,0,0,0,25,0,0,49,107,127,1,1,34,7,0,0,0,0,0,0,324,ConfusionMatrix_Cons_2019-11-29.csv,Cons,2019-11-29
500,0,2,0,2,0,2,0,43,0,0,0,4,0,0,0,336,0,0,0,11,0,0,0,22,0,0,0,1,0,1,0,38,0,0,1,1,5,1,0,0,0,4,0,0,0,0,0,488,ConfusionMatrix_GBT_2019-11-29.csv,GBT,2019-11-29
502,0,1,0,0,0,3,0,46,1,0,0,0,0,5,4,324,0,0,0,14,0,0,0,22,0,0,0,9,9,3,0,19,0,0,1,1,6,0,0,0,0,5,0,0,0,0,0,487,ConfusionMatrix_KNN_2019-11-29.csv,KNN,2019-11-29
502,0,2,0,0,0,2,0,46,0,0,0,1,0,0,0,334,0,0,0,13,0,0,0,22,0,0,0,1,0,0,0,39,0,0,1,1,6,0,0,0,0,5,0,1,0,0,0,486,ConfusionMatrix_RF_2019-11-29.csv,RF,2019-11-29
495,0,0,0,6,1,4,0,42,1,0,0,4,0,10,0,298,0,1,15,23,1,0,0,21,0,0,0,8,0,2,0,30,0,0,1,1,2,1,0,3,0,9,0,0,2,0,0,481,ConfusionMatrix_SVM_2019-11-29.csv,SVM,2019-11-29
454,0,1,0,0,0,28,0,4,1,0,0,0,0,0,0,248,1,4,5,31,1,0,0,52,0,0,1,2,0,3,2,111,0,1,0,0,3,0,0,4,2,32,0,37,0,0,0,416,ConfusionMatrix_CART_2019-12-31.csv,CART,2019-12-31
354,0,0,0,0,0,2,0,60,1,0,9,0,0,0,0,363,0,3,4,8,94,0,0,164,0,0,110,0,0,0,0,88,0,0,63,100,141,2,29,48,19,2,0,2,0,0,0,334,ConfusionMatrix_Cons_2019-12-31.csv,Cons,2019-12-31
470,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,254,0,3,1,31,0,0,0,53,1,0,0,0,0,1,3,115,0,0,1,0,3,0,0,4,1,16,0,20,0,0,0,449,ConfusionMatrix_GBT_2019-12-31.csv,GBT,2019-12-31
457,0,0,0,0,0,26,0,0,3,0,2,0,0,0,0,238,0,14,0,37,0,0,0,51,0,0,3,6,0,6,7,94,0,6,2,0,5,0,0,0,2,26,0,10,0,0,0,449,ConfusionMatrix_KNN_2019-12-31.csv,KNN,2019-12-31
466,0,0,0,0,0,17,0,4,1,0,0,0,0,0,0,253,0,3,2,31,0,0,0,53,0,0,1,2,0,1,0,115,0,1,1,0,4,0,0,3,1,18,0,18,0,0,0,449,ConfusionMatrix_RF_2019-12-31.csv,RF,2019-12-31
434,0,0,1,0,0,48,0,5,0,0,0,0,0,1,0,126,0,19,5,138,0,0,0,54,0,0,0,2,0,7,4,106,0,0,1,0,3,0,0,1,4,74,0,5,4,0,0,402,ConfusionMatrix_SVM_2019-12-31.csv,SVM,2019-12-31
537,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,1,0,1,0,0,0,448,ConfusionMatrix_CART_2020-03-25.csv,CART,2020-03-25
507,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,38,0,0,1,14,0,0,0,471,0,0,0,0,0,0,0,0,0,0,54,15,65,3,0,278,48,20,0,4,0,0,0,467,ConfusionMatrix_Cons_2020-03-25.csv,Cons,2020-03-25
537,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,1,0,0,0,449,ConfusionMatrix_GBT_2020-03-25.csv,GBT,2020-03-25
538,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,37,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,1,4,0,1,0,0,0,445,ConfusionMatrix_KNN_2020-03-25.csv,KNN,2020-03-25
537,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,1,0,0,0,449,ConfusionMatrix_RF_2020-03-25.csv,RF,2020-03-25
535,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,9,0,2,0,0,1,438,ConfusionMatrix_SVM_2020-03-25.csv,SVM,2020-03-25
424,0,3,1,2,2,47,0,6,0,0,3,0,0,5,0,271,0,14,0,31,0,0,0,67,0,1,0,5,2,9,0,361,0,3,4,0,0,1,0,4,0,47,0,38,0,2,0,366,ConfusionMatrix_CART_2020-03-28.csv,CART,2020-03-28
346,0,0,0,0,0,3,0,5,0,0,7,0,0,3,0,262,0,24,0,33,2,0,0,316,0,0,0,3,0,1,0,340,0,0,58,0,40,8,124,74,24,2,0,24,0,2,0,299,ConfusionMatrix_Cons_2020-03-28.csv,Cons,2020-03-28
443,0,3,1,0,0,32,0,9,0,0,0,0,0,2,0,292,0,7,0,20,0,0,0,68,0,0,0,3,0,1,0,375,0,1,3,0,0,1,0,5,0,17,0,29,0,0,0,407,ConfusionMatrix_GBT_2020-03-28.csv,GBT,2020-03-28
427,0,6,1,0,0,45,0,5,0,0,4,0,0,12,0,255,0,8,0,46,1,0,0,67,0,0,0,14,1,17,0,341,0,7,8,0,0,1,0,0,0,22,0,42,0,1,0,388,ConfusionMatrix_KNN_2020-03-28.csv,KNN,2020-03-28
441,0,3,1,0,0,34,0,5,0,0,4,0,0,1,0,289,0,8,0,23,0,0,0,68,0,0,0,8,0,5,0,366,0,1,6,0,0,1,0,2,0,20,0,36,0,0,0,397,ConfusionMatrix_RF_2020-03-28.csv,RF,2020-03-28
401,0,8,1,5,0,64,0,5,0,0,4,0,0,24,1,217,0,36,0,43,0,0,0,68,0,0,0,17,24,39,0,299,1,0,2,0,0,0,0,3,4,33,5,105,0,3,2,305,ConfusionMatrix_SVM_2020-03-28.csv,SVM,2020-03-28
471,0,2,0,1,0,29,0,0,0,0,0,0,0,7,0,258,0,2,0,48,0,0,0,57,0,0,0,3,0,8,1,419,0,3,0,0,0,1,0,4,0,56,0,75,0,8,1,328,ConfusionMatrix_CART_2020-04-12.csv,CART,2020-04-12
328,0,0,0,0,0,3,0,6,0,0,1,0,0,0,0,282,0,14,0,27,13,0,0,312,19,0,4,0,0,3,0,312,0,0,32,3,40,2,196,56,15,3,0,13,0,1,0,315,ConfusionMatrix_Cons_2020-04-12.csv,Cons,2020-04-12
474,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,290,0,1,0,24,1,0,0,56,0,0,0,2,0,3,0,426,0,3,0,0,0,1,0,4,0,33,0,40,0,3,0,392,ConfusionMatrix_GBT_2020-04-12.csv,GBT,2020-04-12
469,0,4,0,0,0,30,0,0,0,0,0,0,0,1,0,270,0,3,0,41,3,0,0,54,0,0,0,16,0,18,0,372,0,28,3,0,1,0,1,0,0,47,0,65,0,3,0,353,ConfusionMatrix_KNN_2020-04-12.csv,KNN,2020-04-12
471,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,277,0,2,0,36,0,0,0,57,0,0,0,2,0,4,0,422,0,6,0,0,0,0,1,4,0,27,0,41,0,5,0,395,ConfusionMatrix_RF_2020-04-12.csv,RF,2020-04-12
443,0,4,0,1,0,55,0,0,0,0,0,0,0,13,0,236,0,6,0,60,0,0,0,57,0,0,0,25,0,11,3,392,0,3,0,0,0,0,1,4,0,86,0,70,0,0,1,311,ConfusionMatrix_SVM_2020-04-12.csv,SVM,2020-04-12
495,0,0,0,1,0,18,0,0,0,0,0,0,0,0,1,25,0,0,0,4,0,0,0,39,0,0,0,0,0,0,0,34,0,0,2,0,0,0,0,3,0,8,0,12,0,0,0,478,ConfusionMatrix_CART_2020-05-09.csv,CART,2020-05-09
440,0,0,0,0,0,1,0,19,3,0,0,0,0,0,6,83,0,0,1,6,0,0,0,481,1,0,13,0,0,0,0,30,0,0,51,16,217,6,0,142,43,2,0,1,0,0,0,438,ConfusionMatrix_Cons_2020-05-09.csv,Cons,2020-05-09
509,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,22,0,0,0,8,0,0,0,39,0,0,0,0,0,0,0,34,0,0,1,0,0,0,0,4,0,3,0,4,0,0,0,491,ConfusionMatrix_GBT_2020-05-09.csv,GBT,2020-05-09
507,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,10,0,1,0,19,0,0,0,39,0,0,0,1,0,0,0,33,0,0,1,0,1,0,0,1,2,4,0,1,0,0,0,493,ConfusionMatrix_KNN_2020-05-09.csv,KNN,2020-05-09
507,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,21,0,0,0,9,0,0,0,39,0,0,0,0,0,0,0,34,0,0,1,0,0,0,0,4,0,5,0,5,0,0,0,488,ConfusionMatrix_RF_2020-05-09.csv,RF,2020-05-09
506,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,24,0,0,0,39,0,0,0,1,0,0,0,33,0,0,1,0,0,0,0,4,0,9,0,2,0,0,0,487,ConfusionMatrix_SVM_2020-05-09.csv,SVM,2020-05-09
510,0,4,0,3,3,4,0,8,0,0,0,0,0,0,0,307,0,10,0,13,0,0,0,41,0,0,0,1,0,6,0,306,0,3,1,0,1,0,0,6,0,10,0,28,0,6,0,470,ConfusionMatrix_CART_2020-05-29.csv,CART,2020-05-29
330,0,0,0,0,1,1,0,38,0,0,0,0,0,0,0,331,0,5,0,1,0,0,0,367,0,1,0,0,0,0,0,243,0,0,33,12,107,3,35,154,5,0,0,4,0,2,0,327,ConfusionMatrix_Cons_2020-05-29.csv,Cons,2020-05-29
517,0,0,0,1,2,4,0,8,0,0,0,0,0,0,0,322,0,5,0,3,0,0,0,41,0,0,0,1,0,1,0,314,0,0,1,0,1,0,0,6,0,0,0,8,0,2,0,504,ConfusionMatrix_GBT_2020-05-29.csv,GBT,2020-05-29
512,0,0,0,0,0,12,0,8,0,0,0,0,0,7,0,298,0,9,0,16,1,0,0,40,0,0,0,15,0,25,0,263,0,13,2,0,2,0,2,2,0,0,0,19,0,9,0,486,ConfusionMatrix_KNN_2020-05-29.csv,KNN,2020-05-29
513,0,1,0,0,2,8,0,8,0,0,0,0,0,0,0,319,0,6,0,5,1,0,0,40,0,0,0,2,0,3,0,310,0,1,1,0,1,0,1,5,0,0,0,12,0,5,0,497,ConfusionMatrix_RF_2020-05-29.csv,RF,2020-05-29
488,0,0,0,2,1,33,0,8,0,0,0,0,0,0,0,282,0,16,3,29,0,0,0,41,0,0,0,7,0,19,0,288,0,2,1,0,1,0,0,6,0,8,0,7,0,9,0,490,ConfusionMatrix_SVM_2020-05-29.csv,SVM,2020-05-29
502,0,0,0,1,2,6,0,450,0,0,1,0,0,4,0,388,0,4,2,14,0,0,0,46,0,0,0,0,0,1,0,34,0,2,1,1,1,0,0,2,0,5,0,10,0,1,1,479,ConfusionMatrix_CART_2020-06-23.csv,CART,2020-06-23
346,0,0,0,0,0,1,0,357,0,0,0,2,0,1,1,314,0,0,0,2,0,0,0,307,0,0,0,0,0,0,0,27,0,0,71,90,122,4,1,35,0,0,0,0,0,0,0,319,ConfusionMatrix_Cons_2020-06-23.csv,Cons,2020-06-23
507,0,2,0,0,0,2,0,451,0,0,0,0,0,2,0,400,0,1,0,9,0,0,0,46,0,0,0,0,0,0,0,37,0,0,0,1,1,0,0,3,0,1,0,4,0,0,0,491,ConfusionMatrix_GBT_2020-06-23.csv,GBT,2020-06-23
504,0,1,0,0,0,6,0,447,4,0,0,0,0,7,12,381,0,1,0,11,0,0,0,46,0,0,0,11,3,4,0,17,0,2,2,1,1,0,0,1,0,5,0,4,0,0,0,487,ConfusionMatrix_KNN_2020-06-23.csv,KNN,2020-06-23
507,0,1,0,0,0,3,0,451,0,0,0,0,0,2,0,400,0,0,0,10,0,0,0,46,0,0,0,2,1,2,0,32,0,0,0,1,1,0,0,3,0,1,0,5,0,0,0,490,ConfusionMatrix_RF_2020-06-23.csv,RF,2020-06-23
477,0,3,0,0,0,31,0,449,1,0,1,0,0,2,0,401,0,0,0,9,0,0,0,46,0,0,0,0,0,1,0,36,0,0,0,1,3,0,0,1,0,31,0,20,0,0,0,445,ConfusionMatrix_SVM_2020-06-23.csv,SVM,2020-06-23
