cm_1_1,cm_1_2,cm_1_3,cm_1_4,cm_1_5,cm_1_6,cm_1_7,cm_2_1,cm_2_2,cm_2_3,cm_2_4,cm_2_5,cm_2_6,cm_2_7,cm_3_1,cm_3_2,cm_3_3,cm_3_4,cm_3_5,cm_3_6,cm_3_7,cm_4_1,cm_4_2,cm_4_3,cm_4_4,cm_4_5,cm_4_6,cm_4_7,cm_5_1,cm_5_2,cm_5_3,cm_5_4,cm_5_5,cm_5_6,cm_5_7,cm_6_1,cm_6_2,cm_6_3,cm_6_4,cm_6_5,cm_6_6,cm_6_7,cm_7_1,cm_7_2,cm_7_3,cm_7_4,cm_7_5,cm_7_6,cm_7_7,filename,classifier,date,accuracy,kappa,fscore
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,8,3,11,0,0,0,354,0,0,0,1,0,0,0,191,0,0,46,1,51,1,29,188,25,2,0,42,0,0,0,334,ConfusionMatrix_Cons_2022-03-20.csv,Cons,2022-03-20,0.89,0.8671029314979041,0.7568148726115734
486,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,382,0,7,0,48,0,0,0,47,0,0,0,1,1,3,0,306,0,0,1,0,0,0,1,6,1,10,0,110,0,0,0,346,ConfusionMatrix_GBT_2022-03-20.csv,GBT,2022-03-20,0.8927355278093076,0.8586828939160546,0.7684164610040846
485,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,379,0,19,0,39,1,0,0,46,0,0,0,6,0,12,0,290,0,3,2,0,1,0,2,2,2,22,0,141,0,1,0,302,ConfusionMatrix_KNN_2022-03-20.csv,KNN,2022-03-20,0.8535754824063564,0.8069422414177512,0.6792688456184052
486,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,387,0,10,0,40,1,0,0,46,0,0,0,1,1,3,0,304,0,2,1,0,0,0,2,5,1,12,0,122,0,0,1,331,ConfusionMatrix_RF_2022-03-20.csv,RF,2022-03-20,0.8847900113507378,0.8482346671554575,0.7432234550919815
468,0,0,2,11,0,11,0,0,0,0,0,0,0,1,0,252,0,15,0,169,0,0,0,47,0,0,0,19,0,2,0,289,0,1,1,0,1,0,0,6,1,42,0,123,0,3,0,298,ConfusionMatrix_SVM_2022-03-20.csv,SVM,2022-03-20,0.771850170261067,0.6990044920453276,0.6944953781343285
378,0,8,1,6,1,58,0,3,1,0,0,0,0,7,0,358,1,7,0,60,0,0,0,50,3,0,0,3,1,7,0,379,0,2,1,0,0,1,2,5,1,68,0,60,0,2,0,364,ConfusionMatrix_CART_2022-03-23.csv,CART,2022-03-23,0.8362350380848749,0.7859710817737802,0.811116029084925
337,0,0,0,0,0,14,0,1,0,0,1,0,0,2,0,307,0,1,0,11,33,0,0,316,0,0,0,1,0,2,0,318,0,0,62,0,66,54,82,58,10,4,0,12,0,0,0,308,ConfusionMatrix_Cons_2022-03-23.csv,Cons,2022-03-23,0.8225,0.7869864949437795,0.7666719499055962
404,0,5,0,1,0,42,0,2,0,0,2,0,0,2,0,395,0,4,0,32,0,0,0,53,0,0,0,0,0,2,0,390,0,0,2,0,0,1,2,4,1,33,0,48,0,0,0,413,ConfusionMatrix_GBT_2022-03-23.csv,GBT,2022-03-23,0.9036996735582155,0.8740838620382154,0.8364965702794113
382,0,6,0,0,0,64,0,0,0,0,4,0,0,4,0,363,0,4,0,62,0,0,0,52,0,0,1,5,0,17,0,367,0,3,4,0,1,1,3,0,1,34,0,84,0,0,0,376,ConfusionMatrix_KNN_2022-03-23.csv,KNN,2022-03-23,0.8378672470076169,0.7876174412066926,0.6222744704091215
388,0,4,0,1,0,59,0,2,0,0,2,0,0,1,0,390,0,4,0,38,0,0,0,53,0,0,0,2,0,3,0,386,0,1,4,0,0,1,2,1,2,34,0,59,0,0,0,401,ConfusionMatrix_RF_2022-03-23.csv,RF,2022-03-23,0.8819368879216539,0.845508766792399,0.7691881519599054
393,0,7,1,0,1,50,0,0,0,0,4,0,0,8,0,341,0,6,0,78,2,0,0,50,0,0,1,6,0,7,0,378,1,0,2,0,2,0,0,6,0,96,0,77,0,0,0,321,ConfusionMatrix_SVM_2022-03-23.csv,SVM,2022-03-23,0.8101196953210011,0.7517541744727803,0.6976778468105858
471,0,3,0,3,2,37,0,3,0,0,1,0,0,9,0,348,1,5,0,60,3,0,1,60,0,0,0,2,1,7,2,241,0,1,0,0,0,0,0,2,2,35,0,48,0,2,2,364,ConfusionMatrix_CART_2022-03-25.csv,CART,2022-03-25,0.8677156177156177,0.8250733890447903,0.7987000144512401
352,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,346,1,4,0,8,0,0,0,373,0,0,0,0,0,0,1,175,0,0,48,0,36,56,102,133,15,8,0,11,0,0,0,322,ConfusionMatrix_Cons_2022-03-25.csv,Cons,2022-03-25,0.851,0.8209977453524737,0.8524685050618807
475,0,0,0,0,0,41,0,3,0,0,1,0,0,4,0,378,0,7,0,34,2,0,0,60,1,0,1,0,1,2,1,249,0,1,0,0,0,0,0,4,0,14,0,33,0,0,0,404,ConfusionMatrix_GBT_2022-03-25.csv,GBT,2022-03-25,0.9166666666666666,0.8898685808509169,0.9133684227289829
467,0,4,0,0,0,45,0,0,0,0,4,0,0,9,0,348,0,5,0,61,5,0,1,55,0,0,3,7,0,17,0,212,0,18,1,0,0,1,0,1,1,11,0,58,0,0,0,382,ConfusionMatrix_KNN_2022-03-25.csv,KNN,2022-03-25,0.8537296037296037,0.8056230481795044,0.677350875244402
478,0,0,0,0,0,38,0,3,0,0,1,0,0,6,0,371,0,5,0,41,3,0,1,60,0,0,0,0,1,6,1,245,0,1,1,0,0,0,0,3,0,11,0,44,0,1,0,395,ConfusionMatrix_RF_2022-03-25.csv,RF,2022-03-25,0.9061771561771562,0.8759147200023715,0.8869474976144602
440,0,12,0,1,2,61,0,1,0,0,3,0,0,23,0,314,0,7,0,79,4,0,0,58,1,0,1,9,0,13,0,231,0,1,0,0,0,0,0,4,0,66,0,67,0,0,1,317,ConfusionMatrix_SVM_2022-03-25.csv,SVM,2022-03-25,0.7954545454545454,0.7287806802232197,0.7562386283974917
481,0,1,0,1,0,21,0,8,0,0,3,0,0,1,0,262,0,16,0,101,1,0,0,63,1,0,1,2,8,13,0,423,0,4,1,0,0,0,0,3,1,16,0,68,0,2,0,394,ConfusionMatrix_CART_2022-04-22.csv,CART,2022-04-22,0.8618143459915611,0.8197220882467259,0.8185685263491115
332,0,0,0,0,0,4,0,4,0,0,12,0,0,0,0,261,0,6,0,61,0,0,0,334,0,0,0,0,1,1,0,321,0,0,63,0,67,15,83,102,16,4,0,8,0,0,0,305,ConfusionMatrix_Cons_2022-04-22.csv,Cons,2022-04-22,0.8295,0.7961010453857545,0.7474523056056993
492,0,1,0,0,0,11,0,10,0,0,1,0,0,0,0,325,0,7,0,48,1,0,0,65,0,0,0,1,5,4,0,439,0,1,2,0,0,0,0,3,0,9,0,52,0,0,0,419,ConfusionMatrix_GBT_2022-04-22.csv,GBT,2022-04-22,0.92457805907173,0.9017508359919351,0.8846405333429217
482,0,2,0,0,0,20,0,5,0,0,6,0,0,1,0,281,0,10,0,88,3,0,2,60,1,0,0,3,4,14,1,420,0,8,1,0,1,0,0,0,3,18,0,80,0,0,0,382,ConfusionMatrix_KNN_2022-04-22.csv,KNN,2022-04-22,0.859704641350211,0.8168135238123604,0.6946763272938968
491,0,1,0,0,0,12,0,10,0,0,1,0,0,0,0,317,0,8,0,55,1,0,0,64,0,0,1,2,5,10,0,433,0,0,3,0,0,0,0,2,0,12,0,58,0,0,0,410,ConfusionMatrix_RF_2022-04-22.csv,RF,2022-04-22,0.9108649789029536,0.8838564175578255,0.8498786724670941
482,0,1,0,0,2,19,0,0,0,0,11,0,0,5,0,221,0,17,0,137,4,0,1,61,0,0,0,9,3,20,0,418,0,0,2,0,0,0,0,3,0,67,0,77,0,4,0,332,ConfusionMatrix_SVM_2022-04-22.csv,SVM,2022-04-22,0.8001054852320675,0.7382794972057272,0.6721876359766842
496,0,1,0,2,2,4,0,0,0,0,0,0,0,0,0,203,0,1,0,37,0,0,0,25,0,0,0,1,0,1,0,391,0,0,0,0,0,0,0,1,1,12,0,33,0,0,1,425,ConfusionMatrix_CART_2022-05-02.csv,CART,2022-05-02,0.9413561392791692,0.9210265265079143,0.7227237677874628
382,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,200,0,13,0,52,0,0,0,363,0,0,0,0,0,0,0,291,0,0,62,0,50,19,106,99,7,1,0,11,0,0,0,331,ConfusionMatrix_Cons_2022-05-02.csv,Cons,2022-05-02,0.833,0.7994812327341484,0.6892859427417818
503,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,221,0,0,0,20,0,0,0,25,0,0,0,1,0,0,0,392,0,0,0,0,0,1,0,1,0,3,0,18,0,0,0,450,ConfusionMatrix_GBT_2022-05-02.csv,GBT,2022-05-02,0.9725106902871106,0.962970223867655,0.7877412880117036
498,0,2,0,0,0,5,0,0,0,0,0,0,0,1,0,167,0,1,0,72,3,0,0,22,0,0,0,3,0,6,0,383,0,1,2,0,0,0,0,0,0,6,0,24,0,0,0,441,ConfusionMatrix_KNN_2022-05-02.csv,KNN,2022-05-02,0.9230299328039095,0.8956604348164792,0.6500574566634724
498,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,209,0,0,0,32,1,0,0,24,0,0,0,0,0,2,0,391,0,0,0,0,0,0,0,2,0,3,0,21,0,0,0,447,ConfusionMatrix_RF_2022-05-02.csv,RF,2022-05-02,0.9596823457544288,0.9456471760095382,0.8259527834714886
494,0,0,0,0,3,8,0,0,0,0,0,0,0,2,0,100,0,8,2,129,0,0,0,25,0,0,0,0,0,2,0,391,0,0,1,0,0,0,0,1,0,10,0,6,0,0,0,455,ConfusionMatrix_SVM_2022-05-02.csv,SVM,2022-05-02,0.8955406230910201,0.8572842263042779,0.6632559939663398
500,0,3,2,1,1,13,0,30,0,0,1,0,0,4,0,294,0,0,0,64,0,0,0,53,0,0,0,0,8,1,0,111,0,0,0,0,0,0,0,7,0,12,0,37,0,0,0,407,ConfusionMatrix_CART_2022-05-09.csv,CART,2022-05-09,0.9051000645577792,0.8714557654462747,0.9159990912592699
367,0,1,0,0,0,2,0,26,0,0,3,0,0,0,0,332,0,1,2,37,0,0,0,388,0,0,0,0,4,0,0,90,0,0,32,2,80,18,68,153,1,2,0,4,0,1,0,386,ConfusionMatrix_Cons_2022-05-09.csv,Cons,2022-05-09,0.871,0.8436572093417847,0.8382216866526448
504,0,4,0,0,0,12,0,29,0,0,2,0,0,0,0,326,0,1,0,35,0,0,0,53,0,0,0,0,6,1,0,113,0,0,0,0,0,1,0,6,0,5,0,26,0,0,0,425,ConfusionMatrix_GBT_2022-05-09.csv,GBT,2022-05-09,0.9399612653324726,0.9187195953837457,0.9360716085107741
494,0,7,0,0,0,19,0,25,0,0,6,0,0,0,0,279,0,2,0,81,0,0,1,52,0,0,0,4,12,5,0,95,0,4,6,0,1,0,0,0,0,3,0,28,0,0,0,425,ConfusionMatrix_KNN_2022-05-09.csv,KNN,2022-05-09,0.8844415752098128,0.8426449089481021,0.7456773741168498
495,0,5,0,0,0,20,0,29,0,0,2,0,0,0,0,324,0,0,0,38,0,0,0,53,0,0,0,0,8,1,0,111,0,0,1,0,0,0,0,6,0,5,0,26,0,0,0,425,ConfusionMatrix_RF_2022-05-09.csv,RF,2022-05-09,0.9315687540348612,0.907350343047608,0.9294529557788017
488,0,7,0,0,0,25,0,12,0,0,19,0,0,2,0,206,0,4,0,150,1,0,0,52,0,0,0,0,2,5,0,113,0,0,0,0,0,0,0,7,0,6,0,43,0,0,0,407,ConfusionMatrix_SVM_2022-05-09.csv,SVM,2022-05-09,0.829567462879277,0.7678515470659564,0.8302605671585527
453,0,0,1,8,0,9,0,61,0,0,4,0,0,0,1,356,0,17,0,6,3,0,0,46,0,0,0,10,4,10,0,209,1,1,1,0,1,0,2,3,5,5,0,3,0,1,0,471,ConfusionMatrix_CART_2022-06-03.csv,CART,2022-06-03,0.9450354609929078,0.9284913174909883,0.8602878514631934
360,0,0,0,1,0,1,0,50,0,0,19,0,0,0,0,364,0,5,3,1,20,0,0,319,0,0,0,0,2,0,0,152,0,0,63,22,91,0,92,44,43,0,0,6,0,0,0,342,ConfusionMatrix_Cons_2022-06-03.csv,Cons,2022-06-03,0.8155,0.7804647543302435,0.7577730027905822
465,0,0,0,3,0,3,0,59,0,0,6,0,0,0,0,375,0,5,0,0,2,0,0,47,0,0,0,9,4,5,0,216,0,1,2,0,2,0,0,7,1,0,0,5,0,0,0,475,ConfusionMatrix_GBT_2022-06-03.csv,GBT,2022-06-03,0.9716312056737588,0.9630791722999235,0.930616287444359
445,0,1,3,4,0,18,0,60,0,0,5,0,0,0,3,356,0,10,0,11,2,0,0,47,0,0,0,25,13,29,4,161,0,3,3,0,5,0,1,0,3,9,0,14,0,0,0,457,ConfusionMatrix_KNN_2022-06-03.csv,KNN,2022-06-03,0.9018912529550828,0.8720237078186318,0.7595709158368019
461,0,0,0,5,0,5,0,60,0,0,5,0,0,0,0,369,0,11,0,0,2,0,0,47,0,0,0,10,3,7,0,212,0,3,2,0,3,0,1,4,2,2,0,5,0,0,0,473,ConfusionMatrix_RF_2022-06-03.csv,RF,2022-06-03,0.9609929078014184,0.949216939874061,0.8916581568912229
443,0,0,1,10,0,17,0,60,0,0,5,0,0,1,0,347,0,22,1,9,0,0,0,49,0,0,0,38,9,4,0,184,0,0,2,0,3,0,0,7,0,19,0,14,0,0,0,447,ConfusionMatrix_SVM_2022-06-03.csv,SVM,2022-06-03,0.9083924349881797,0.8807965983441699,0.881141081973875
518,0,0,0,0,0,3,0,494,0,0,1,0,0,0,0,322,0,5,2,4,0,0,0,26,0,0,0,2,1,0,0,298,0,0,3,0,2,0,1,7,0,2,0,0,0,0,0,487,ConfusionMatrix_CART_2022-06-16.csv,CART,2022-06-16,0.9880624426078971,0.985031236469351,0.9399055712219077
303,0,0,0,0,0,0,0,293,0,0,19,0,0,0,0,300,0,4,1,1,0,0,0,302,0,0,0,0,0,0,0,208,0,0,28,2,83,1,124,33,15,0,0,0,0,0,0,283,ConfusionMatrix_Cons_2022-06-16.csv,Cons,2022-06-16,0.861,0.8379378229220044,0.8154387610875712
521,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,331,0,1,0,1,0,0,0,26,0,0,0,2,1,0,0,298,0,0,2,0,1,0,0,10,0,1,0,0,0,0,0,488,ConfusionMatrix_GBT_2022-06-16.csv,GBT,2022-06-16,0.9958677685950413,0.994819269084024,0.9786510931186173
517,0,0,0,0,0,4,0,495,0,0,0,0,0,0,22,308,0,0,0,3,0,0,0,25,0,0,1,4,9,6,0,277,0,5,5,0,5,0,0,0,3,0,0,0,0,0,0,489,ConfusionMatrix_KNN_2022-06-16.csv,KNN,2022-06-16,0.9692378328741965,0.9613140692813413,0.8321113634867011
520,0,0,0,0,0,1,0,495,0,0,0,0,0,0,0,332,0,0,0,1,0,0,0,26,0,0,0,2,0,0,0,298,0,1,3,0,2,0,0,8,0,5,0,0,0,0,0,484,ConfusionMatrix_RF_2022-06-16.csv,RF,2022-06-16,0.9931129476584022,0.9913632799550373,0.9619622456540485
520,0,0,0,0,0,1,0,489,2,0,4,0,0,0,1,308,0,22,2,0,0,0,0,26,0,0,0,0,3,9,0,287,0,2,3,0,1,0,0,7,2,5,0,5,0,0,0,479,ConfusionMatrix_SVM_2022-06-16.csv,SVM,2022-06-16,0.9715335169880625,0.9643201201483677,0.92475285339695
370,0,0,0,0,0,8,0,404,0,0,0,0,0,0,0,339,0,0,0,17,0,0,0,62,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3,0,4,0,14,0,0,0,485,ConfusionMatrix_CART_2022-06-23.csv,CART,2022-06-23,0.9725146198830409,0.9639904350853328,0.7846782845275054
261,0,0,0,0,0,0,0,347,0,0,0,1,0,0,0,352,0,0,2,8,0,0,0,368,0,0,0,0,0,0,0,0,0,0,1,125,83,3,0,115,6,0,0,2,0,0,0,326,ConfusionMatrix_Cons_2022-06-23.csv,Cons,2022-06-23,0.8845,0.8609198675668143,0.7439281407957485
377,0,0,0,0,0,1,0,404,0,0,0,0,0,0,0,349,0,0,0,7,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,3,0,7,0,0,0,493,ConfusionMatrix_GBT_2022-06-23.csv,GBT,2022-06-23,0.9883040935672515,0.9846898896866261,0.8268565634964398
376,0,0,0,0,0,2,0,401,0,0,0,0,3,0,17,290,0,0,0,49,2,0,0,60,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,1,5,0,0,0,496,ConfusionMatrix_KNN_2022-06-23.csv,KNN,2022-06-23,0.9491228070175438,0.9330930553856559,0.682216043728438
376,0,0,0,0,0,2,0,404,0,0,0,0,0,0,0,347,0,0,0,9,1,0,0,61,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,3,0,8,0,0,0,492,ConfusionMatrix_RF_2022-06-23.csv,RF,2022-06-23,0.9847953216374269,0.9800885044926263,0.8088011795334824
368,0,0,0,0,0,10,0,403,1,0,0,0,0,0,0,317,0,0,1,38,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,23,0,15,0,0,0,465,ConfusionMatrix_SVM_2022-06-23.csv,SVM,2022-06-23,0.947953216374269,0.9318330238295517,0.8067547474173987
480,0,0,3,0,0,5,0,405,0,0,9,0,0,0,0,386,0,12,1,6,0,0,0,37,1,0,0,0,8,20,0,420,1,3,0,3,1,0,2,1,2,11,0,6,0,1,0,542,ConfusionMatrix_CART_2022-08-15.csv,CART,2022-08-15,0.9598478444632291,0.9500920578050187,0.8459556218235526
299,0,0,0,0,0,0,0,299,0,0,1,0,0,0,0,273,0,1,0,1,4,0,0,284,0,0,3,0,3,4,0,285,0,0,17,51,77,0,82,29,4,1,0,0,0,0,0,282,ConfusionMatrix_Cons_2022-08-15.csv,Cons,2022-08-15,0.8755,0.854418699421095,0.826210731916013
484,0,0,2,0,0,2,0,412,0,0,2,0,0,0,0,399,0,1,0,5,0,0,0,38,0,0,0,0,1,9,0,442,0,0,0,3,3,0,0,2,1,6,0,2,0,0,0,552,ConfusionMatrix_GBT_2022-08-15.csv,GBT,2022-08-15,0.9843617920540998,0.9805594806564147,0.895330446828274
486,0,0,0,0,0,2,0,399,4,0,11,0,0,0,23,365,0,3,0,14,1,0,0,36,1,0,0,3,37,36,0,373,0,3,2,1,4,0,2,0,0,5,0,5,0,0,0,550,ConfusionMatrix_KNN_2022-08-15.csv,KNN,2022-08-15,0.9336432797971259,0.9174716319982439,0.8034926675794115
486,0,0,0,0,0,2,0,407,0,0,7,0,0,0,0,395,0,5,0,5,0,0,0,37,1,0,0,0,5,14,0,431,0,2,1,2,4,0,1,0,1,9,0,2,0,1,0,548,ConfusionMatrix_RF_2022-08-15.csv,RF,2022-08-15,0.9737954353338969,0.9674087233409592,0.8373158404313615
481,0,1,1,2,0,3,0,404,2,0,8,0,0,0,0,386,0,9,1,9,0,0,0,38,0,0,0,5,14,36,4,393,0,0,0,3,5,0,0,1,0,16,0,17,0,7,0,520,ConfusionMatrix_SVM_2022-08-15.csv,SVM,2022-08-15,0.9395604395604396,0.9249587075273067,0.8314809842446061
480,0,4,2,3,5,9,0,401,0,0,11,2,0,3,0,361,0,15,1,10,1,0,0,52,0,0,0,6,16,13,0,378,0,5,0,1,0,0,0,2,0,10,0,6,0,1,0,490,ConfusionMatrix_CART_2022-09-04.csv,CART,2022-09-04,0.9458041958041958,0.9328746192564328,0.8583771302873845
260,0,1,0,0,0,0,0,298,0,0,1,1,0,0,0,274,0,1,1,0,3,0,0,286,0,0,0,4,6,8,0,259,0,0,59,20,71,2,125,30,4,4,0,2,0,0,0,280,ConfusionMatrix_Cons_2022-09-04.csv,Cons,2022-09-04,0.8435,0.8178688679124514,0.8045851894228004
495,0,5,0,0,0,3,0,410,0,0,4,0,0,0,0,383,0,2,0,5,3,0,0,50,0,0,0,6,4,7,0,400,0,1,0,1,0,0,0,2,0,1,0,4,0,0,0,502,ConfusionMatrix_GBT_2022-09-04.csv,GBT,2022-09-04,0.9798951048951049,0.975071931574764,0.9528758138252255
482,1,7,6,0,0,7,0,395,12,0,7,0,0,3,29,332,0,5,0,21,6,0,0,47,0,0,0,11,45,41,0,319,0,2,1,1,0,0,0,0,1,3,0,0,0,0,0,504,ConfusionMatrix_KNN_2022-09-04.csv,KNN,2022-09-04,0.9086538461538461,0.8866881193514907,0.7718752730817514
493,0,5,1,0,0,4,0,411,0,0,3,0,0,0,0,386,0,2,0,2,3,0,0,50,0,0,0,7,10,18,0,381,1,1,1,1,0,0,0,1,0,3,0,4,0,0,0,500,ConfusionMatrix_RF_2022-09-04.csv,RF,2022-09-04,0.9711538461538461,0.9642418646855972,0.8880541330495691
371,0,3,5,1,0,123,0,397,2,0,15,0,0,3,2,360,0,7,0,18,0,0,0,53,0,0,0,14,11,24,2,364,0,3,0,1,1,0,0,1,0,119,0,5,0,3,0,380,ConfusionMatrix_SVM_2022-09-04.csv,SVM,2022-09-04,0.8417832167832168,0.8039096103837071,0.8129238222810197
470,0,6,1,9,0,18,0,277,0,0,10,2,0,7,1,378,0,11,1,14,1,0,0,53,0,0,1,3,7,8,0,336,0,0,0,1,2,1,0,0,1,28,0,15,0,1,0,446,ConfusionMatrix_CART_2022-10-19.csv,CART,2022-10-19,0.9293504030346136,0.9120272114556869,0.80392945255255
279,0,1,0,0,0,3,0,270,0,0,4,8,0,2,0,271,0,1,2,11,3,0,0,310,0,0,5,1,2,0,0,235,0,0,12,146,82,0,6,30,8,2,0,1,0,0,0,305,ConfusionMatrix_Cons_2022-10-19.csv,Cons,2022-10-19,0.85,0.8248112779491708,0.8101534185712015
489,0,3,1,0,0,11,0,279,0,0,8,2,0,5,0,395,0,1,0,11,0,0,0,54,1,0,0,1,0,1,2,350,0,0,0,1,2,0,0,1,1,9,0,2,0,0,0,479,ConfusionMatrix_GBT_2022-10-19.csv,GBT,2022-10-19,0.9706021811284969,0.9633765869291404,0.8686621092178901
486,0,3,1,1,0,13,0,275,1,0,13,0,0,11,19,369,0,1,0,12,1,0,0,53,0,0,1,11,20,17,0,302,0,4,0,1,3,0,0,0,1,20,0,15,1,0,0,454,ConfusionMatrix_KNN_2022-10-19.csv,KNN,2022-10-19,0.9193930772878142,0.8995500724103528,0.7923731665474099
489,0,3,0,0,0,12,0,282,0,0,7,0,0,6,1,392,0,3,0,10,0,0,0,54,1,0,0,3,2,3,2,344,0,0,0,1,2,0,0,1,1,13,0,10,0,0,0,467,ConfusionMatrix_RF_2022-10-19.csv,RF,2022-10-19,0.9620673304883831,0.9527382778491771,0.8754194288049085
444,0,33,0,0,0,27,0,279,1,0,9,0,0,10,8,378,0,2,1,13,3,0,0,51,1,0,0,7,71,120,2,154,0,0,0,1,2,0,0,1,1,121,0,20,7,1,0,341,ConfusionMatrix_SVM_2022-10-19.csv,SVM,2022-10-19,0.7814129919393077,0.7277706937885454,0.7150140755058416
457,0,0,0,1,0,10,0,36,0,0,3,0,0,0,0,207,0,6,3,38,0,0,0,41,0,2,0,4,7,0,0,227,0,1,2,0,0,0,0,1,0,6,0,53,0,1,2,467,ConfusionMatrix_CART_2023-02-08.csv,CART,2023-02-08,0.9117460317460317,0.8824111080614658,0.8089314799299753
341,0,0,0,0,0,1,0,68,1,0,2,0,0,0,0,296,0,2,15,17,49,0,9,269,0,0,33,0,3,0,0,169,0,0,56,65,137,1,28,63,8,1,0,1,0,0,0,365,ConfusionMatrix_Cons_2023-02-08.csv,Cons,2023-02-08,0.7855,0.7458264284821335,0.7511793909575536
463,0,0,0,0,0,5,0,38,0,0,1,0,0,0,0,208,0,6,2,38,0,0,0,42,1,0,0,1,4,0,0,234,0,0,1,0,1,0,0,1,0,2,0,15,0,0,0,512,ConfusionMatrix_GBT_2023-02-08.csv,GBT,2023-02-08,0.9511111111111111,0.9344561141055416,0.8625899814909685
465,0,0,0,0,0,3,0,26,0,0,13,0,0,1,0,185,0,9,0,59,0,0,1,42,0,0,0,6,14,5,0,212,0,2,2,0,1,0,0,0,0,4,0,11,0,0,0,514,ConfusionMatrix_KNN_2023-02-08.csv,KNN,2023-02-08,0.9168253968253969,0.887885432034364,0.7520313863458111
462,0,0,0,1,0,5,0,37,0,0,2,0,0,0,0,206,0,6,0,42,0,0,0,42,0,0,1,2,5,0,0,232,0,0,2,0,1,0,0,0,0,2,0,13,0,0,1,513,ConfusionMatrix_RF_2023-02-08.csv,RF,2023-02-08,0.9473015873015873,0.9292577652759394,0.8094492015404847
441,0,0,0,8,0,19,0,21,10,0,8,0,0,0,0,182,0,5,2,65,0,0,1,42,0,0,0,5,29,22,0,180,0,3,2,0,1,0,0,0,0,57,0,37,0,0,0,435,ConfusionMatrix_SVM_2023-02-08.csv,SVM,2023-02-08,0.826031746031746,0.7669922098565722,0.6757905466429185
434,0,1,5,1,1,23,0,25,0,0,8,0,0,2,2,230,0,6,0,73,1,0,0,53,0,0,0,2,4,7,0,396,0,4,0,0,1,0,1,4,2,36,0,66,0,3,0,412,ConfusionMatrix_CART_2023-02-26.csv,CART,2023-02-26,0.8618968386023295,0.8199271521345964,0.8237928293083223
339,0,0,0,0,0,3,0,21,0,0,21,0,0,0,0,298,0,11,4,30,16,0,0,275,5,0,5,1,1,0,0,336,0,0,52,2,104,8,78,33,20,3,0,16,0,0,0,318,ConfusionMatrix_Cons_2023-02-26.csv,Cons,2023-02-26,0.81,0.772436966536856,0.7432920454386377
448,0,0,0,0,0,17,0,24,0,0,9,0,0,0,0,261,0,7,1,44,0,0,0,54,0,0,0,3,0,2,0,406,0,2,2,0,0,0,0,5,1,15,0,45,0,0,0,457,ConfusionMatrix_GBT_2023-02-26.csv,GBT,2023-02-26,0.9179145867997781,0.8928073026842763,0.8871868937258699
443,0,0,0,0,0,22,0,5,0,0,28,0,0,2,1,243,0,8,0,59,2,0,0,52,0,0,0,2,3,12,0,392,0,4,3,0,5,0,0,0,0,22,0,81,0,0,0,414,ConfusionMatrix_KNN_2023-02-26.csv,KNN,2023-02-26,0.8591236827509706,0.8157698041768211,0.6647268183499733
442,0,0,0,1,0,22,0,22,0,0,11,0,0,1,0,256,0,5,0,51,2,0,0,52,0,0,0,3,2,6,0,400,0,2,2,0,0,0,0,5,1,18,0,64,0,0,0,435,ConfusionMatrix_RF_2023-02-26.csv,RF,2023-02-26,0.894065446478092,0.8617588273146473,0.8687406846255507
433,0,0,0,0,1,31,0,16,0,0,17,0,0,1,1,200,0,8,2,101,0,0,0,54,0,0,0,12,67,21,2,309,0,2,0,0,2,0,0,6,0,47,0,87,0,0,1,382,ConfusionMatrix_SVM_2023-02-26.csv,SVM,2023-02-26,0.776483638380477,0.7109685020827831,0.7192732782691953
471,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,257,0,0,2,59,0,0,0,31,0,0,0,1,0,0,0,36,0,0,3,0,0,0,0,1,2,4,0,53,1,1,1,324,ConfusionMatrix_CART_2023-03-23.csv,CART,2023-03-23,0.8918058870326173,0.8443943008657201,0.8227946727127567
402,0,0,0,0,0,0,1,11,5,0,9,2,8,1,0,357,0,0,0,11,0,0,5,372,0,0,26,0,0,0,0,34,0,0,73,5,185,1,3,40,67,0,0,37,0,0,0,345,ConfusionMatrix_Cons_2023-03-23.csv,Cons,2023-03-23,0.7805,0.7296934514390283,0.700933373145263
479,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,273,0,0,0,45,0,0,0,31,0,0,0,1,0,1,0,35,0,0,3,0,0,0,0,2,1,0,0,52,0,0,0,332,ConfusionMatrix_GBT_2023-03-23.csv,GBT,2023-03-23,0.9172633253778838,0.880802672657777,0.8835864597458436
