system:index,mean_chlor_a,system:time_start,.geo
1_20190718D,1.1547065520642081,1.563408E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190724D,1.4496537577473565,1.5639264E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190725D,0.9116679775679141,1.5640128E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190727D,1.4037662752490023,1.5641856E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190728D,1.4579092524027244,1.564272E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190730D,0.7107316970664995,1.5644448E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190731D,0.618767728079412,1.5645312E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190801D,1.0226378925469624,1.5646176E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190802D,-1.0555173278498313,1.564704E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190804D,0.009303835635135317,1.5648768E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190806D,1.3840459481843563,1.5650496E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190808D,1.3205772470453037,1.5652224E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190811D,1.6432574078577034,1.5654816E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190812D,1.5287390296169674,1.565568E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190814D,1.4702709103048823,1.5657408E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190819D,1.104631149942305,1.5661728E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190820D,1.5683002392729515,1.5662592E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190821D,1.3896392630061365,1.5663456E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190823D,1.3212131952066264,1.5665184E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190824D,1.2936635655645912,1.5666048E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190825D,1.1241328063511482,1.5666912E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190827D,0.769101748703899,1.566864E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190828D,0.7901443650429005,1.5669504E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190829D,0.8924855497391857,1.5670368E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190830D,1.0713142063239764,1.5671232E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190831D,1.1199538633500117,1.5672096E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190902D,1.4110778984656471,1.5673824E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190903D,1.3145652805903927,1.5674688E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190905D,1.7140777965696437,1.5676416E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190907D,1.3211666180815078,1.5678144E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190908D,1.2653229801852255,1.5679008E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190909D,0.848137979890547,1.5679872E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190912D,1.064611828983424,1.5682464E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190913D,1.563733878415165,1.5683328E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20190914D,0.8418863901849986,1.5684192E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
