system:index,system:time_start,.geo
A2005026,1.106699101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005027,1.106784601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005028,1.106871301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005029,1.106956801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005030,1.1070432E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005031,1.107132301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005032,1.107217501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005033,1.107304501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005034,1.107389701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005035,1.1074764E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005036,1.107561901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005037,1.107648601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005038,1.1077344E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005039,1.107820801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005040,1.1079096E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005041,1.1079948E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005042,1.108081501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005043,1.108167001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005044,1.108253701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005045,1.108339201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005046,1.1084256E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005047,1.108514701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005048,1.108599901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005049,1.108686901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005050,1.108772101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005051,1.1088588E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005052,1.108944E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005053,1.109031001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005054,1.1091168E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005055,1.109205001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005056,1.109292E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005057,1.1093772E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005058,1.109463901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005059,1.1095494E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005060,1.109636101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005061,1.109721601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005062,1.109808001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005063,1.109897101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005064,1.109982301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005065,1.110069301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005066,1.110154501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005067,1.1102412E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005068,1.110326401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005069,1.1104134E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005070,1.110499201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005071,1.110587401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005072,1.1106744E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005073,1.1107596E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005074,1.110846301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005075,1.1109318E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005076,1.111018501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005077,1.111104001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005078,1.111190401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005079,1.111279501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005080,1.111364701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005081,1.111451701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005082,1.111536901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005083,1.111623601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005084,1.111708801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005085,1.1117958E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005086,1.111881601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005087,1.111968001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005088,1.1120568E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005089,1.112142001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005090,1.112229E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005091,1.1123142E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005092,1.112400901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005093,1.1124864E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005094,1.112573101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005095,1.112661901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005096,1.1127471E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005097,1.112834101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005098,1.112919301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005099,1.113006301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005100,1.113091201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005101,1.113180001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005102,1.113264001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005103,1.113352201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005104,1.113439201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005105,1.113524401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005106,1.113612601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005107,1.1136966E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005108,1.113784801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005109,1.1138688E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005110,1.1139573E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005111,1.1140446E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005112,1.1141295E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005113,1.1142177E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005114,1.114301701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005115,1.1143899E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005116,1.114473601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005117,1.114562401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005118,1.114646401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005119,1.114734601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005120,1.114822801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005121,1.114906801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005122,1.114995001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005123,1.1150787E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005124,1.115167201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005125,1.1152512E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005126,1.115339701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005127,1.115427601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005128,1.1155119E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005129,1.1156001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005130,1.115684101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005131,1.1157723E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005132,1.115856001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005133,1.115944501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005134,1.116028801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005135,1.116117001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005136,1.116205201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005137,1.116289201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005138,1.116377401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005139,1.1164611E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005140,1.116549601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005141,1.1166336E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005142,1.116722101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005143,1.116810001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005144,1.1168943E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005145,1.1169825E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005146,1.1170665E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005147,1.1171547E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005148,1.117238401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005149,1.1173272E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005150,1.117411201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005151,1.117499401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005152,1.117587601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005153,1.117671601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005154,1.117759801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005155,1.117843501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005156,1.117932001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005157,1.118016E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005158,1.118104501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005159,1.118192401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005160,1.1182767E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005161,1.118364901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005162,1.1184489E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005163,1.1185371E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005164,1.118620801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005165,1.1187096E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005166,1.118793601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005167,1.118881801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005168,1.11897E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005169,1.119054001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005170,1.119142201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005171,1.119225901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005172,1.119314401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005173,1.1193984E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005174,1.119486901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005175,1.119574801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005176,1.119659101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005177,1.119747301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005178,1.1198313E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005179,1.1199195E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005180,1.120003201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005181,1.120092E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005182,1.120176001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005183,1.120264201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005184,1.1203524E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005185,1.120436401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005186,1.120524601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005187,1.120608301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005188,1.120696801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005189,1.120780801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005190,1.120869301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005191,1.120957201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005192,1.121041501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005193,1.121129701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005194,1.1212137E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005195,1.1213019E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005196,1.121385601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005197,1.1214741E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005198,1.121558401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005199,1.1216466E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005200,1.1217348E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005201,1.121818801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005202,1.121907001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005203,1.121990701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005204,1.122079201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005205,1.122163201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005206,1.122251701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005207,1.122339601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005208,1.122423901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005209,1.122512101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005210,1.1225958E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005211,1.122684301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005212,1.122768E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005213,1.1228565E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005214,1.1229408E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005215,1.123029E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005216,1.1231172E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005217,1.123201201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005218,1.1232894E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005219,1.123373101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005220,1.123461601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005221,1.123545601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005222,1.123634101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005223,1.123722001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005224,1.123806301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005225,1.123894501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005226,1.1239782E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005227,1.124066701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005228,1.1241504E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005229,1.124238901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005230,1.1243232E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005231,1.1244114E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005232,1.124499601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005233,1.1245836E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005234,1.1246718E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005235,1.124755501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005236,1.124844001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005237,1.124928001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005238,1.125016501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005239,1.125103801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005240,1.125188701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005241,1.125275701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005242,1.125360901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005243,1.125449101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005244,1.1255328E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005245,1.125621301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005246,1.1257056E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005247,1.125793801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005248,1.1258808E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005249,1.125966E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005250,1.126053001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005251,1.126137901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005252,1.126224901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005253,1.126310401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005254,1.126397101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005255,1.126485901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005256,1.126571101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005257,1.126658101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005258,1.126743301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005259,1.12683E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005260,1.126915201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005261,1.1270022E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005262,1.127088001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005263,1.127176201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005264,1.1272632E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005265,1.1273484E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005266,1.127435101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005267,1.127520301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005268,1.127607301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005269,1.127692801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005270,1.127779201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005271,1.127868301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005272,1.127953501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005273,1.128040201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005274,1.128125401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005275,1.1282124E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005276,1.128297601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005277,1.1283846E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005278,1.128470401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005279,1.128558601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005280,1.1286456E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005281,1.1287308E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005282,1.128817501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005283,1.1289027E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005284,1.128989701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005285,1.129075201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005286,1.129161601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005287,1.129250701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005288,1.129335901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005289,1.129422601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005290,1.129507801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005291,1.129594801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005292,1.129680001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005293,1.129767E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005294,1.129852801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005295,1.129941001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005296,1.130028E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005297,1.130113201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005298,1.130199901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005299,1.1302851E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005300,1.130372101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005301,1.130457601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005302,1.130544001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005303,1.130633101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005304,1.130718301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005305,1.130805301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005306,1.130890501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005307,1.1309772E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005308,1.131062401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005309,1.1311494E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005310,1.131238201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005311,1.131323401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005312,1.1314104E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005313,1.1314956E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005314,1.131582301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005315,1.131667501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005316,1.131754501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005317,1.131840001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005318,1.131926401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005319,1.132015501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005320,1.132100701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005321,1.132187701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005322,1.132272901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005323,1.1323596E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005324,1.1324448E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005325,1.1325318E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005326,1.1326206E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005327,1.132705801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005328,1.1327928E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005329,1.132878E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005330,1.132964701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005331,1.133049901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005332,1.133136901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005333,1.133222401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005334,1.1333088E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005335,1.133397901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005336,1.133483101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005337,1.133569801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005338,1.133655001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005339,1.133742E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005340,1.1338272E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005341,1.133914201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005342,1.134003E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005343,1.1340882E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005344,1.134175201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005345,1.1342604E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005346,1.134347101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005347,1.134432301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005348,1.134519301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005349,1.134604801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005350,1.1346912E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005351,1.134780301E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005352,1.134865501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005353,1.1349525E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005354,1.135037701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005355,1.135124401E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005356,1.1352096E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005357,1.135296601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005358,1.1353854E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005359,1.1354706E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005360,1.135557601E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005361,1.135642801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005362,1.135729501E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005363,1.135814701E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005364,1.1359017E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2005365,1.135987201E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2006001,1.13607361E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2006002,1.1361627E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2006003,1.1362479E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2006004,1.136334901E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2006005,1.136420101E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2006006,1.136506801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2006007,1.136592001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2006008,1.136679001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2006009,1.136767801E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
A2006010,1.136853001E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
